GND,Biographie
1055120238,"wurde am 17. März 1806 zu Ulpisch in Livland geboren, studierte von 1824–29 in Dorpat die Rechtswissenschaften, lebte zu Anfang der fünfziger Iahre als Kreisdeputierter zu Iudasch in Livland und wurde später Landmarschall in Livland. Gedichte, 1839."
118617605,"psd. nus, Bojan in der Bukowina als Sohn eines einfachen Kaufmanns geboren, kam mit drei Iahren nach der Landeshauptstadt Czernowitz u. besuchte hier die deutsche Volksschule und das deutsche Gymnasium, an welchem er 1887 das Zeugnis der Reife erhielt. Liebe zur Poesie u. zur Musik hatten ihn schon als Schüler beseelt, und beiden blieb er auch treu, als er nun in Wien das Studium der Medizin betrieb, für welches er die ganze Zeit bis zum Doktorat die Mittel durch Erteilung von Privatunterricht erwerben mußte. Nach dem Wunsche seiner Eltern sollte er Militärarzt werden. Er erhielt auch bald vom Staate ein Stipendium, wofür er sich verpflichtete, sechs Iahre beim Militär zu bleiben. Allein er hatte die Rechnung ohne die Liebe gemacht. Noch als Student verlobte er sich, und da auch seine Braut ohne Mittel war, so daß die für das Militär notwendige Kaution nicht aufgebracht werden konnte, so machte er sich seiner Verpflichtungen ledig u. ließ sich nach erfolgter Approbation in Wien als Arzt nieder, wo es ihm auch bald gelang, eine einträgliche Praxis zu erlangen. Daneben pflegte er Poesie u. Musik, komponierte Kinderlieder, die durch Zufall in die Öeffentlichkeit gelangten und dann in drei Heften erschienen. Ein weiterer Zufall brachte ihn mit dem „Neuen Wiener Tageblatt“ in Verbindung, für dessen Feuilleton er besonders philosophische und psychologische Themen bearbeitete. Als Arzt und Psychotherapeut hat er auch mehrere selbständige Schriften herausgegeben. Hier sind zu erwähnen Was am Grund der Seele ruht (Bekenntnisse eines Seelenarztes), 1909. – Nervöse Leute (Kleine Federzeichngn. a. d. Praxis), 1911. – Aeskulap als Harlekin (Hum., Sat. u. Phantasie a. d. Praxis), 1911."
139733590,"wurde am 16. (28. neuen Stils) Dezbr. 1819 auf dem Gute Piomets bei Weißenstein in Estland geboren und auf der Ritter und Domschule zu Reval für die Universität vorgebildet. In Dor pat, wo er sich von 1838–43 dem Studium der Volkswirtschaftslehre widmete, gehörte er mit ganzer Seele der Studentenverbindung „Livonia“ an, deren Feste durch seine Lieder verherrlicht wurden. Nach abgeleg ten Prüfungen nahm S. eine amt liche Stellung beim DomänenMinisterium an, welche ihn ins Innerste des russischen Reiches, nach Rjäsan, abrief. Später war S. im Kataster wesen zu Orel, Pleskau u. von 1852 bis 1855 in Nowgorod tätig gewesen. Endlich des nomadisierenden Iung gesellenlebens überdrüssig, erwarb er 1855 durch Kauf das im Fellin schen Gerichtsbezirk Livlands gele gene Vorwerk Wannamois, das er zu einem selbständigen Gute unter dem Namen Friedrichsheim umge staltete, und wo er ein festes Haus wesen gründete. Im Iahre 1865 be suchte er zum erstenmal Deutschland, um wegen seines angegriffenen Kör pers die Bäder von Teplitz zu ge brauchen. Hier stellte sich Blutbrechen ein, das ihn später wiederholt befiel u. an den Rand des Grabes brachte. Es reifte daher allmählich der Plan, sein Gut zu verkaufen u. nach Dor pat überzusiedeln, welchen Plan er auch im April 1872 zur Ausführung brachte. Hier starb er am 19. Novbr. (1. Dezbr. n. St.) 1874. Gedichte, 1844. – Balladen und Lieder von –r–, [Schellbach], Glitsch, Stern und Wit torf, 1846. – Gedichte; herausg. von Leopold v. Schröder, 1877."
117276871,"Sohn des Karl von (s. o.!), wurde am 3. April 1860 zu Reval in Estland geboren, verlebte seine Iugend in Friedrichsheim, besuchte 1872–75 das Gymnasium in Dorpat, 1875–76 dasjenige zu Fellin und trat 1876, um sich der militärischen Karriere zu widmen, in Riga in das russische Heer ein. Wegen eines Insubordi nationsvergehens mußte er 1879 seinen Abschied nehmen, worauf er erst Bahnbeamter, dann Mitarbeiter an der „Revalschen Zeitung“ in Reval wurde. Im Mai 1881 wanderte er nach Deutschland und kurze Zeit darauf nach Nordamerika aus. Hier teilte er arbeitend das Dasein der Arbeiter, meist in niederster mechanischer Berufssphäre — als Dockarbeiter, Clerk, Grubenarbeiter und Eisengießer — u. stand bald — auch als Reporter und Redakteur der von ihm gegründeten „NeuyerseyArbeiterZeitung“ mitten im sozial politischen Treiben. Seine schwankende Gesundheit nötigte ihn indes sen, im Frühling 1885 nach Europa zurückzukehren. Über London, Paris und Basel begab er sich nach Zürich, wo er sich an der Hochschule philosophischen Studien widmete. Vermögensverhältnisse und andere, hier nicht näher zu erörternde Umstände zwangen ihn, im Frühling 1888 sein Studium zu unterbrechen, um die Stellung eines Redakteurs am demo kratischen „Züricher Volksblatt“ zu übernehmen, die er bis zum Herbst 1890 innehatte. Danach bekleidete er eine literarische Stellung an der Verlags und Kunstanstalt „Helvetia“ in Zürich und begründete am 1. Iuli 1892 daselbst zugleich mit einer Verlagsanstalt die Monats schrift „Sterns Literarisches Bulletin der Schweiz“, die beide bis 1898 Be stand hatten. In dieser ganzen Zeit war er Gegenstand maßloser politischer Verfolgungen gewesen, die schließlich mit seinem wirtschaftlichen Ruin endeten. Er verließ die Schweiz, lebte einige Iahre auf Reisen u. ließ sich 1903 in Linz a. Donau nieder. – Außer einer Reihe sozialpolitischer Schriften veröffentlichte er ProletarierLie der (Gesammelte Dn., dem arbeiten den Volke gewidmet), 1885. 2. A. u. d. T.: Stimmen im Sturm, 1888. – Excelsior! (Neue Lr.), 1889. – Höhen rauch (Neue Ge.), 1890. – Sonnen staub (Neue Lr.), 1891. – Aus dem Tagebuch eines Enthaltsamen (Apho rismen), 1891. – Ausgewählte Ge dichte, 1891. – Nebensonnen (Neue Ge.), 1892. – Mattgold (Neue Dn.), 1893. – Die Insel Ahasvers (Ep. G.), 1893. – Von jenseit des Meeres (Amerik. Sk.), 1890. – Aus den Pa pieren eines Schwärmers, 1893. – Stimmen der Stille (Gedanken über Gott, Natur und Leben), 1894. – Erster Frühling (Son. und andere Ge.), 1894. – Walter Wendrich (R. a. d. Gegenwart), 1895. – Dagmar, Lesseps und andere Gedichte, 1895. – Walter Wendrichs neue Lieder, 1897. – An den schweizerischen Bundesrat (G.), 1897. – Lieder eines Buchhänd lers (Neue Ge.), 1898. – Diomed (Schsp.), 1899. – Waldskizzen aus Österreich, 1901. – Abendlicht (Neue Ge.), 1901. – Das Richtschwert von Tabor und andere Novellen, 1901. – Blumen und Blitze (Neue Dn.), 1902. – Typen und Gestalten moderner Belletristik und Philosophie, 1902. – Sonnenwolken (Neue Strophen), 1904. – Der Seiltänzer und andere Erzählungen, 1905. – Lieder aus dem Zaubertal, 1905. – Donner und Lerche (Neue Ge.), 1907. – Gesam melte Erzählungen, 1906. – Gesam melte Gedichte, 1906. – Wilhelm Ior dan, ein deutsches Dichter und Cha rakterbild, 1910. – Wildfeuer (Neue V.), 1911."
117391468,"geboren am 1. (13. n. St.) Iuni 1867 in Riga, be suchte das dortige Gymnasium, wanderte 1885 nach Deutschland aus u. war 1887–88 Sekretär des Grafen Schack in München und gleichzeitig Referent über Münchener Kunst und Theater für das „Berliner Tageblatt“. Nachdem er dann größere Reisen durch Rußland und Russisch Asien unternommen, die ihm viel anregenden Stoff zu Reiseberichten (s. u.) boten, ließ er sich 1889 in Wien nieder, wo er als Mitarbeiter zahlreicher in und ausländischer Zeit schriften bis 1894 weilte und zuletzt auch der Redaktion der „Wiener Mode“ angehörte. Im Iahre 1894 ging er nach Konstantinopel, wo er als Korrespondent großer Berliner Zeitungen (Berliner Tageblatt — Berliner LokalAnzeiger) bis 1898 weilte. Seit 1900 lebt er in redak tioneller Tätigkeit in Budapest. Ludwig der Kunstsinnige (Festschrift zur Zentenarfeier Ludwigs Bayern), 1888. – Bauernfeld, ein Dichterporträt, 1890. 3. A. 1891. – Fürst Wladimirs Tafelrunde (Alt russische Heldensagen), 1892. – Die Romanows (Intime Episoden aus dem russischen Hofleben), 1893. 3. A. 1906. – Aus dem modernen Rußland, 1893. – Vom Kaukasus zum Hindu kusch (Reisemomente), 1893. – Träu mereien und Gedichte, 1893. – Zwi schen Kaspi und Pontus (Kaukasische Sk.), 1896. – Zwischen der Ostsee u. dem Stillen Ozean (Zustände und Strömungen in alten und modernen Rußland), 1896. – Der kranke Mann (Kulturbilder a. d. Türkei), 1902. – Geschichte der öffentlichen Sittlich keit in Rußland (Eigene Ermittelun gen und gesammelte Berichte): 1907. – Die moderne Türkei (Er innerungen, Kulturbilder und Reise momente), 1908."
117679658,"psd. born, 1829 in Riga als der Sohn eines Kollegienrats geboren, besuchte das Revaler Gymnasium, studierte vom Herbst 1850 bis Ostern 1856 in Dorpat Medizin und war 1855 als Student zu den während des Krimkrieges in Estland stehenden Truppen abkommandiert. Nach seiner Promotion (Oktober 1856) fungierte er als Assistent am chirurgischen Klinikum und als Privatdozent in Dorpat, wurde 1858 außerordentl. Professor der Chirurgie an der Universität Helsingfors, 1859 zugleich Konsultant an den Militärhospitälern in Helsingfors und Sweaborg und ging später als ordentl. Professor der Chirurgie an die Universität in Kiew, wo er als Wirklicher Staatsrat am 13. (25. n. St.) April 1868 starb. Was ich gelebt (Lr.), 1868."
117199028,"* am 24. Dez. 1858 in Lemberg, kam 1865 nach Wien, wo er nach Besuch der Unterklassen der Mittelschule u. der beiden Vorbereitungskurse der k. k. Bauu. Maschinengewerbeschule in der Siglschen Maschinenfabrik praktizierte. Danach war er zwei Iahre beim Theater und wurde darauf Beamter; seit 1882 ist er als solcher im „Eisenbahn-Zentral-Abrechnungs-Bureau in Österreich“ beschäftigt. Daneben ist er als kritischer und polemischer Schriftsteller tätig, wovon seine Broschüren „Gegen Karl Emil Franzos“ (1883) – „Blätter zur Hebung des Geschmacks auf dem Gebiete der neuesten deutschen Literatur“ (1884) – „Die literarische Hyksosherrschaft unserer Zeit“ (3 Bücher, 1884, 1885, 1890) – „ (1891) u. a. Zeugnis geben. Im Mai 1890 gründete er die Monatsschrift „Die literar. Gesellschaft in Wien“. (Eine römische Kom.), 1891. – Der Geisterspuk (Alt-Wiener OriginalGesch.), 1892. – Die Türkenbraut (Schw.) und: Gedanken über Zola. Nachzitterndes Weh (2 Ge.), 1901. – Edward Chaim, oder: Ein Stücklein Welt, durch die Briesmarkenlupe betrachtet (Hum.), 3. A. 1902."
127975039,"Libau, Nicolaistrasse 12. Ihre ersten Lebensjahre hat sie in Cammin in Pommern verlebt, wo ihr Vater v. Paraski Obersteuerkontrolleur war. Später kam sie nach Naumburg a. S. in eine Erziehungsanstalt. In die Heimat zurückgekehrt, verlor sie den Vater und war nunmehr in die Notwendigkeit versetzt, sich selbständig zu machen. Sie studierte weiter und legte 1867 in Stettin das Lehrerinnenexamen ab, wurde bald darauf jedoch die Gattin des Musikdirektors P. Teichert, mit dem sie die ersten acht Iahre der Ehe in Deutschland, von da ab in Russland gelebt hat. Die Lust zur Schriftstellerei hat ihr von jung an »in den Gliedern gelegen«, aber die Sorgen um die Kindererziehung und den Haushalt liessen ihr zu wenig Zeit übrig, um ernstlich fest am Schreibtisch zu sitzen, und erst nach dem im Iahre 1892 erfolgten Tode ihres Mannes hat sie die Schriftstellerei als Hauptbeschäftigung erwählt. In verschiedenen Zeitungen der OstseeProvinzen sind kleine und grössere Arbeiten von ihr erschienen, auch poetische Erzeugnisse, von denen »Die Pfingstnacht«, ein Waldmärchen, vom Musikdirektor Hans Hochapfel in Musik gesetzt, zur Aufführung gelangt sind. In grösseren Zeitungen in Deutschland erschienen Novellen, Humoresken und Skizzen."
137620403,"wurde am 4. Sept. 1834 zu Lemberg in Galizien geboren. Ihr Vater, I. ein angesehener israelitischer Kauf mann, ließ seine Söhne zeitgemäß ausbilden, wogegen die Töchter nach seiner altmodischen Anschauung einzig und allein für das Getriebe des Hauswesens bestimmt waren, u. ihre Bildung daher einer solchen Anschauung angepaßt wurde. Gleichwohl vermochten weder Rüge noch Strafe den Trieb nach Wissen bei der Tochter Iulie zurückzudrängen. Doch erst, als diese mit 17 Iahren sich nach Tysmienitz in Galizien verheiratete, konnte sie ungehindert an der Ergänzung ihrer Bildung arbeiten. Seit dem Iahre 1860 schrieb sie Skizzen und Humoresken für Tagesblätter, später aber griff sie mit scharfer Hand in das Leben und Weben der jüdischen Sekten hinein und schilderte deren Sitten, Gebräuche und niedere Kulturstufe mit so rücksichtsloser Kühnheit und objektiver Wahrheit, daß ihre Erzählungen in der beteiligten Lesewelt ebensoviel Teilnahme einerseits als fanatische Verdammung anderseits fanden. Seit einigen Iahren lebt die Schriftstellerin in Wien. Der Wunder Rabbi (R.), 1880. – Fräulein Doktor im Irrenhause (Begebenheit aus unserer Zeit), 1881. – Der Sohn der Schrift. Die Wundertäter von Kotzk und Plotzk (2 Nn.), 1883."
1193761808,"wurde am 16. Febr. 1818 zu Reval in Estland geboren u. kam in frühester Kindheit mit seinem Vater, dem russischen Staatsrat Ioh. Heinr. von T. nach Riga, wo er im elterlichen Hause seine erste Erziehung erhielt. Im Iahre 1831 wurde er in ein Erziehungs institut aufs Land gegeben, wo er bis zum Sommer 1835 blieb; darauf bezog er die Universität Dorpat, wo er bis 1840 die Rechte studierte. Nach Beendigung seiner Studien trat er bei der livländisch. Gouvernements regierung in den Staatsdienst, ging 1841 nach den russischtranskaukasi schen Provinzen, wo die russ. Staats regierung eine neue Zivilverwaltung einrichtete, u. bekleidete hier bis zum Iahre 1845 verschiedene Ämter. Dar auf kehrte T. in die Heimat zurück u. nahm nach seiner Verheiratung 1846 in Riga seinen bleibenden Aufent halt, wurde hier Kanzleidirektor des livländisch. Zivilgouverneurs, 1853 auch kaiserl. Hof u. Regierungsrat, 1857 Beamter zu besonderen Auf trägen beim Generalgouverneur von Liv, Est und Kurland, 1860 Mit glied der 2. Abteilung der Eigenen Kanzlei des Kaisers, war 1869–70 weltliches Mitglied des Generalkonsistorii zu St. Petersburg, erhielt den Charakter als Geheimrat, zog 1879 nach Dorpat behufs Bearbeitung u. Kodifikation der Fortsetzungen des Provinzialrechts der Ostseeprovinzen, trat 1882 aus d. Staatsdienst u. starb am 30. August a. St. 1883 in München. In Riga wurde er bestattet. Schneeglöckchen (Deutsche Lr. a. d. Ostseeprovinzen, gesammelt u. herausgeg., m. W. Schwartz), 1838."
131735888,"geb. am 15. Iuli 1816 in Odessa, studierte von 1834–38 in Dorpat Medizin u. ward 1842 Lehrer der deutschen Sprache am zweiten Gymnasium u. am Fräu leinstift in Odessa. Seit 1865 Lektor an der dortigen Universität, starb er daselbst als kaiserl. russischer Hofrat am 5. Oktbr. 1873. Frühlings knospen (Ge.), 1837. – Frühlings blüten (Ge.), 1838. – Rußlands erstes Iahrtausend (Ep. G.);"
11740649X,"* am 22. März 1883 in Rybinsk (Rußland) als Sohn eines Arztes, kam nach dem frühen Tode seiner Eltern in das Haus seines Großvaters mütterlicherseits und erhielt dort seine Erziehung. Er absolvierte das Stadtgymnasium in Riga, studierte in Leipzig Germanistik, Geschichte u. Philosophie und erlangte den Grad eines Wirren in den Ostseeprovinzen ausbrachen, schrieb er mit dem jetzigen Afrikaforscher Kirschstein die Broschüre „Wir Balten“, welche vermittelnd in den Parteikampf jener Tage eingreifen sollte, durch ihre liberale Tendenz aber die Feindschaft des konservativen baltischen Adels gegen die Verfasser entflammte. T. lebt als Schriftsteller u. besonders als Dramaturg jetzt (1908) in Leipzig. Gestalten und Träume (Ge.), 1906. – Goethe als Dramaturg (Beitrag zur Literatur u. Theatergeschichte), 1908. – Woldemar Sacks (CharakterSk.), 1909. – Die Empfindsamen in Darm stadt (Studien über Männer und Frauen aus der WertherZeit), 1910. – Klapperstorchs Ende (Sat. Kom.), 1910. – Der goldene Christus (Dr.), 1912."
117439967,"ältere Schwester des Vorigen, wurde am 22. Iuni 1862 zu Angerburg in Ostpreußen geboren, wo ihr Vater Pfarrer war, und verlebte ihre Kindheit in Gumbinnen, wohin ihr Vater 1864 als RegierungsSchulrat versetzt wurde. Ihren Unterricht erhielt sie durch Privatlehrer, u. erst in Danzig, wo hin der Wirkungskreis des Vaters 1875 verlegt worden war, besuchte sie eine höhere Töchterschule. Vom Iahre 1880 ab hielt sie sich zwei Iahre in Leipzig auf, um sich am dortigen Konservatorium im Klavierspiel aus zubilden, und widmet sich seit 1883 gänzlich literarischer Tätigkeit. Die Dichterin lebte in Danzig, bis sie 1890 ihren Wohnsitz in Charlottenburg nahm. Der Abt (Ep. G.), 1885. – Kaiser Iulian der Abtrünnige (Hist. R.); Das Dummchen (R.), 1896. – Frau Antonie (R.), 1903. – Trotzdem (E.), 1906. – Aus Tagen und Nächten (Ge.), 1908."
117287520,"geb. am 8. Oktbr. 1829 auf dem Pastorat Kremon in Livland als der Sohn des Bischofs Karl Christian U., studierte in Dorpat Theologie und wurde im April 1857 Pastor zu Luhde, wo er noch jetzt im Amte steht. Lettische Volkslieder, übertr. im Versmaß des Originals, 1874."
101257198,"geb. am 23. März 1836 zu Rzeszow in Galizien als der Sohn eines Oberlandesgerichtspräsidenten, kam 1837 in die Bukowina, wo er das Gymnasium zu Czernowitz absolvierte, studierte hierauf in Wien und Pest die Rechte, wandte sich nach mehrjähriger Tätigkeit im Staatsdienste der Advokatur zu u. lebte seit 1868 als Advokat in Wien, in seinen Mußestunden sich eifrig poetischer Tätigkeit, insbesondere der Übersetzung aus den Sprachen des Ostens widmend. Im Iahre 1873 wurde er durch Verleihung des Franz-IosephsOrdens in den österreichischen Ritterstand erhoben. Er starb in Czernowitz am 26. Septbr. 1887. Rumänenlieder, 1881. – Heimatklänge (Ge.), 1882. – Namenlos (Ein Liederkreis), 1883."
118763733,"gewöhnlich A. Sternberg April a. St. (22. April n. St.) 1806 auf dem väterlichen Gute Noistfer in Estland geboren und erst im väterlichen Hause durch Privatlehrer gebildet, dann aber, nach seines Vaters Tode, von einem Oheim in Dorpat erzogen, wo er auch das Gymnasium und später die Universität besuchte. Nach dem Wunsche seines Oheims widmete er sich anfänglich dem Studium der Rechte, doch wandte er sich bald ausschließlich den schönen Wissenschaften und der Kunst zu. Im Iahre 1829 ging er nach Petersburg, um eine Anstellung im Staatsdienste zu erstreben; doch sagten ihm die russischen Zustände so wenig zu, daß er im folgenden Iahre nach Deutschland ging und sich zunächst in Dresden niederließ. Der Umgang mit Tieck führte ihn gänzlich der Poesie zu u. ließ ihn die Ausbildung seines Zeichentalentes, wozu ihm die Kaiserin v. Rußland eine Unterstützung gewährte, völlig hintenansetzen. Im Iahre 1831 bereiste er in Gesellschaft seines Freundes, des Barons Otto Stackelberg, Süddeutschland u. ließ sich schließlich in Mannheim nieder, wo er dem Kreise der Königin Hortense nahe trat und drei Iahre verweilte. Es folgte dann eine Reise durch die Schweiz, Oberitalien und Österreich u. seine Übersiedlung nach Weimar. Im Sommer 1841 unter nahm er einen Besuch in die Heimat u. wählte nun trotz der freundlichen Einladungen, die ihn wieder nach Weimar zurückriefen, Berlin zu sei nem Wohnsitz, wo er mit K. Gutzkow, W. Alexis, Tieck, Fanny Lewald, Varnhagen v. Ense, Henriette Paal zow und andern literarischen Größen in lebendigen Verkehr trat. Im Iahre 1848 stürzte sich U.St. in den lebhaftesten Parteikampf, und mutig trat er für die damals wankende aristokratische und legitimistische Partei in die Schranken. Die freundlichen Beziehungen, in denen er zu dem früheren russisch. Gesandten am Berliner Hofe, Baron Meyendorf, stand, veranlaßten diesen, ihn mit einer Sendung nach Frankfurt a. Main zu betrauen zur Berichterstattung über die Verhandlungen im dortigen Parlamente, welchem Auftrage sich U.St. mit der ehrenvollsten Gewissenhaftig keit unterzog. Von Berlin wandte er sich nach 1850 nach Dresden, wo er sich mit Karoline Luise von Waldow vermählte. Die letzten Iahre seines Lebens verbrachte er auf dem Gute Gramzow in der Ukermark, das ihm sein Schwager, Kammerherr Franz von Waldow auf Dannenwalde, zum Wohnsitz angewiesen hatte. Hier verlor er seine Gattin 1867 durch den Tod. Er selbst starb am Schlagflusse während eines Besuches in Dannenwalde (Mecklenburg) am 24. August 1868. Die Zerrissenen (N.), 1832. – Eduard (N.), 1833. – Lessing (N.), 1834. – Novellen, 1835 (Inh.: Wald gespenst. – Die Doppelgängerin. – Der fliegende Holländer. – Voltaire in Ferney. – Das Grab des armen Andrey. – Die Iesuitenschüler. – Die Schlacht bei Leipzig. – Eine Gespen stergeschichte aus alter Zeit. – Die letzte Rose des Kallenfels. – Koperni kus. – Der Herr von Mondschein). – Molière (N.), 1835. – Galathee (R.), 1836. – Schiffersagen; Palmyra, oder: Das Tagebuch eines Papageis (Sat. R.), 1838. – Fortunat (Feenmärchen); (R.); 1839. – St. Sylvan (R.); Georgette (N. in Br.), 1840. – Die Großmutter (Lustsp.), 1841. – Alfred (R.), 1841. – Diana (R.); – Britannikus (R.), 1842. – Der Mis sionär (R.); und Novellen; Leipzig (R.); Berühmte deutsche Frauen des 18. Iahrh.; 1848. – Das Buch der drei Schwe stern (En., M. u. Nn.); Tutu (Phantastische Exkursionen und poetische Episoden), 1849. – Wilhelm (R.); 1849. – Braune Märchen, 1850. 4. A. 1900. 5. Aufl. u. d. T.: Moosgrüne Märchen, 1904. – Der deutsche Gil blas (Kom. R.); sching in Wien, 1851. – Der Karne val in Berlin, 1852. – Macargan, oder: Die Philosophie des 18. Iahr hunderts (R.), 1853. – Die Ritter von Marienburg (R.); Selene, 1853. – Die Nachtlampe; 1853–55. – Das stille Haus (E.), 1854. – Die Dresdener Galerie (Geschn. u. Bilder); blätter; Kurland (Biogr. R.); Künstlerbilder; Charlotte, Herzogin von Orleans (R.); (Biogr. R.), 1862. – Kleine Romane und Erzählungen;"
126457719,"Karl Alexander Baron von, geb. am 23. August (4. Septbr. n. St.) 1860 in Neuenhoff (Kirchspiel Kasch bei Reval, Estland) als Sohn des Garde rittmeisters Iakob Baron v. U., ver lebte seine Kindheit im elterlichen Hause, während des Winters meist in Reval u. den Sommer über auf dem schönen Gute Neuenhoff. Er besuchte seit 1872 die Ritter und Domschule in Reval, später das Gymnasium in Arnsburg auf der Insel Oesel, nach dessen Absolvierung er 1881 als Freiwilliger in das Regiment der à cheval Offizier wurde er in das neurussische Dragonerregiment versetzt, verließ aber nach einem halben Iahre den Militärdienst, kaufte im April 1883 das Gut Laitz in Estland und verheiratete sich im Novbr. d. I. mit Olga de Tallenay, Tochter des französischen Gesandten. Im Ianuar 1890 bekehrte sich U., durch Tolstei angeregt, zu einer positiv christlichen Weltanschauung und suchte in diesem Sinne auch die Bauern auf seinem Gute und in der Umgegend zu beeinflussen. Zwei Iahre später schloß er sich den Bap tisten an, war 1905 Vertreter der „BaptistenUnion“ Rußlands auf dem Weltkongreß der Baptisten in London und folgte im Ianuar 1906 mit seiner zweiten Gattin Martha, geb. von Ditmar, mit der er sich 1899 verheiratet hatte — von der ersten war er 1896 geschieden — einer Einladung der amerikanischen Baptisten. Bis zum Mai 1908 blieb er in Amerika und lernte fast alle größeren Städte der Verein. Staaten und in Kanada kennen. Auf der Reise nach Amerika war U. mit einigen Osseten bekannt geworden, die ihn einluden, doch auch ihre Heimat, den Kaukasus, zu besuchen. Im Herbst 1909 reiste U. dorthin, und was er dort sah und hörte, trieb ihn zu schriftstellerischer Tätigkeit. Auch in den I. 1911 und 1912 weilte U. einige Monate im Kaukasus. Die Schwurbrüder (R.), 1911. – Kaukasische Novellen, 1912. – Der heilige Il (E. a. dem Kaukasus), 1912. – Der Sang von Ssosirko dem Narten (Ep.), 1912."
127990011,"bekannter unter ihrem früheren Frauennamen wurde am 2. (14. n. St.) Iuli 1844 zu Lemsal in Livland geboren, wo ihr Vater, der Baron E. sahm, die türkischen, persischen u. polnischen Feldzüge als aktiver Soldat mitgemacht hatte, damals eine Beamten stellung im Zivildienst bekleidete. Im Iahre 1849 wurde der letztere nach Wenden und 1860 als Vizepräsident des baltischen Domänenhofes nach Riga versetzt. In diesen drei Orten verlebte Lilly eine glückliche Iugend und empfing durch ihre Mutter, eine Frau von seltenen Geistesgaben, ihre Erziehung u. durch Hauslehrer ihre Ausbildung. Im Iahre 1862 ver mählte sie sich mit dem Baron v. V., der damals als Adjunkt des Ordnungsgerichts in Wenden angestellt war, und zog mit ihm von dort 1867 auf das ihm gehörige Rittergut Sennen in Livland. Der Gesundheits zustand des Gatten ließ es 1874 wünschenswert erscheinen, daß die Familie ein milderes Klima auf suchte. Sie lebte 3 Iahre in Tübingen, ein Iahr in Stuttgart u. kehrte dann, durch Familienverhältnisse genötigt, in die baltische Heimat zurück, wo sie Riga zum Aufenthaltsort wählte. Nach dem Tode ihres Gatten, 1880, zog die Witwe in die Universitätsstadt Dorpat, wo sie 1891 die Gattin des Vorigen wurde, dem sie 1894 nach Innsbruck und 1899 nach Wien folgte. Hier starb sie am 17. Mai 1901. Märchen, 1883. – Neue Märchen, 1883. – Was die Großmutter erzählte (Bilder u. M. f. d. Frauenwelt), 1884. – Backfisch chens Lehr und Wanderjahre, 1904."
11909892X,"pseud. August 1830 zu Leipzig als der Sohn des in Halle 1878 verstorbenen Geh. Medizinalrats und Professors Alfred Wilhelm Volkmann geboren, siedelte 1837 mit seinen Eltern nach Dorpat über, wohin der Vater eine Berufung erhalten hatte, und kam sechs Iahre später mit ihnen nach Halle. Hier u. nachmals in Grimma erhielt der Sohn seine Ausbildung. Er studierte in Halle, Gießen und Berlin Medizin und Chirurgie, unternahm dann eine längere Reise, ließ sich darauf in Halle als praktischer Arzt nieder und habilitierte sich 1857 als Privatdozent der Chirurgie in Halle. Sein glänzendes Talent als Operateur trat bald hervor, und seine Leistungen auf dem Gebiete der operativen Kriegschirurgie während der Kriege von 1866 und 1870 führten ihn auf die Höhe seines Ruhmes. Sein Name wurde bald in ganz Europa bekannt, sogar Papst Pius zog ihn gegen sein Fußleiden zu Rate, und so verweilte V. längere Zeit am päpstlichen Krankenlager in Rom. Im Iahre 1863 wurde er außerordentl. und 1867 ordentl. Professor, später Geh. Medizinalrat und konsultierender Generalarzt der Armee und schließlich Generalarzt 1. Klasse. Die Einrichtung der chirurgischen Klinik in dem prächtigen, neuerbauten Gebäude zu Halle (1879) ist sein Werk, und stand er derselben bis zu seinem Tode als Direktor vor. Einen 1882 erhaltenen Ruf an Langenbecks Stelle nach Berlin lehnte er ab. Im Iahre 1885 erhob ihn der Kaiser in den erblichen Adelstand. Zur Heilung eines Leidens begab er sich 1889 in die Binsmangersche Heilanstalt in Iena, und hier starb er am 28. November 1889 an einer Lungenentzündung. Träumereien an französischen Kaminen (M.), 1871. 30. A. 1904. – Aus der Burschenzeit (Id.), 1876. – Gedichte, 1878. 3. A. 1885. – Kleine Geschichten, 1885. – Alte und neue Troubadour-Lieder, 1889. – Sämtliche Werke, 1. Bd., 1899."
126964750,"pr. Adr. Frau Dyrenfurth, Graz; in Triest geboren und in der Nähe dieser Stadt auf dem Landgute ihres Vaters erzogen. Sie verheiratete sich in jungen Iahren nach Lemberg in Galizien, kam später nach Wien, dann nach Moskau, wo sie von einer Lungenkrankheit befallen wurde, die sie erst nach jahrelangem Aufenthalt im Süden überwand."
1027723640,"geb. am 22. Oktbr. 1855 in Czernowitz (Bukowina), absolvierte das dortige Gymnasium und studierte an den Universitäten Czernowitz, Leipzig und Wien Philosophie und neuere Sprachen. Im Iahre 1877 erwarb er sich mit seiner Dissertation „Popes Einfluß auf Byron“ die Doktorwürde. Er lebt als Sprachlehrer u. Institutsdirektor in Wien. Außer verschiedenen Übersetzungen und einer „Geschichte der englischen Literatur“ (1897. 2. A. 1906) veröffentlichte er Die Rose aus der Vendée (N.), 1900."
