identifier,original,surname_y,prename_y,Zusatz,alternative_names_y,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
117502502,Schmidt Elise,Schmidt,Elise,,,Berlin,Berlin,1824-10-01,1902-12-29,"Schmidt, Frl. Elise, geboren am 1. Oktober 1824 (nach Gross 1827) in Berlin als Tochter eines Kaufmannes, bekundete schon frühzeitig ausserordentliche geistige Fähigkeiten und eine seltene Hinneigung zu allem Dramatischen. Diesbezüglichen Unterricht nahm sie schon in ihrem 12. Jahre, trat mit 14 Jahren zum erstenmal öffentlich auf und war auf verschiedenen Bühnen Deutschlands, u.a. auch in Wien thätig. 1849 zog sie sich von der Bühne zurück, kam nach Berlin und widmete sich der Dichtkunst. 1855 begann sie ihre berühmt gewordenen Vorlesungen der dramatischen Meisterwerke Griechenlands, die ihr überall, wo sie sich in deutschen Städten hören liess, grossen Beifall eintrugen. Unterstützt wurde sie dabei durch ihre geniale Freundin Alice v. Schlichtkrull (siehe diese), welche bei diesen Vorträgen selbstgeschaffene Kompositionen zu den dramatischen Meisterwerken zum Vortrage brachte. Nach dem Tode ihrer Freundin (1863) setzte E. Sch. ihre Vorlesungen aus und lebte seitdem litterarisch beschäftigt in Berlin oder in Potsdam, bis sie 1872 nach Berka übersiedelte. Ihr gegenwärtiger Aufenthalt ist unbekannt.","‒ Agamemnon. Von Aeschylos. Übers. 1857. ‒ Bacchantinnen. Von Euripides. Übers. 1869. ‒ Brandenburgs erster Friedrich. Histor. Schausp. 1861. ‒ Drei Dramen. (Der Genius u. die Gesellschaft. Macchiavelli. Peter der Grosse u. sein Sohn.) 8. (255) Berlin 1856, Lass. n 4.50 ‒ Elektra. Von Euripides. Übers. 1857. ‒ Judas Ischarioth. Dramat. Gedicht. 16. (96) Leipzig 1879, Ph. Reclam jr. n –.20 ‒ Oedipus in Kolonos. Von Sophokles. Übers. 1857. ‒ Paganini. Melodrama. 1846. ‒ Prometheus. Von Aeschylo. Übers. 1855. ‒ Stein u. Napoleon. Drama. 1870. ‒ Vögel. Von Aristophanes. Übers. 1869. ‒ Zeitgenossen. Rom. 3 Bde. 8. (681) Berlin 1866, Janke. 12.–",,,,Berka,Wien,Potsdam,Berlin,,,,,,,,,,,,,,,,,,,,,,
116472790,Schmidt Marie,Schmidt,Marie,,,Mainz,München,1847-11-26,1920-08-14,"Schmidt, Frl. Marie, Ps. M. Hartschmidt, Wiesbaden, Kochbrunnenplatz 2, geboren 16. November 1829 zu Idstein im Nassauischen, siedelte im 6. Lebensjahr mit ihren Eltern nach Wiesbaden über, wo ihr Vater Beamter der Rechnungskammer wurde und als solcher 1855 starb. Im Mädcheninstitute von Frl. Wilhelmine Magdeburg, erhielt M. Sch. ihre Ausbildung zur Lehrerin, machte das Staatsexamen und wirkte als solche in Wiesbaden, Kreuznach, Dillenburg, Idstein, Oberlahnstein a. Rh., Meran, zuletzt wieder in Wiesbaden, wo sie auch jetzt noch als Privatlehrerin thätig ist, da körperliche Schwäche infolge eines in früher Kindheit erlittenen Unfalls sie niemals zu dauernder Anstellung an einer öffentlichen Schule gelangen liess. Seit ihrem 10. Lebensjahre hatte sie sich in Versen versucht, anfangs in Gelegenheitsdichtungen bei Familienfesten u. dgl.wagte aber erst spät öffentlich hervorzutreten, da ihr Vater zwar ihre Richtung begünstigte, nach dessen frühem Tode aber ihre Umgebung eher Anstoss daran nahm. Von grosser Bedeutung für sie war Werke s. auch M. Hartschmidt.","‒ Charakterbilder ans der Weltlitteratur. Gedichte. Wiesbaden 1898, Lützenkirchen & Bröcking. 3.–geb. 4.– ‒ Der Saligen Gast. Alpenidylle nach einer Tiroler Volkssage. 2. Aufl. 8. (52) Wiesbaden 1888, Bischkopff. n 1.20 ‒ Die Hochzeitsreise auf dem Gardasee. Nov. 2. Aufl. 8. (173) Ebda. 1890. geb. 2.– ‒ Die Perle vom Königstein. Poetische Erzählg. 2. Aufl. 8. (34) Wiesbaden 1887, Bischkopff. n 1.– ‒ Die Rosen von Meran in 5 Gesängen u. e. Anh.: Frauenemanzipation. Nov. nach e. wahren Begebenheit. 3. Aufl. 16. (174) Wiesbaden 1890, Bischkopff in Kommission. geb. n 2.50 ‒ Germanias Feier. Lustsp. in 3 Akten. Ebda. 1884.",Schmidt von Ekensteen Marie,"Ps. Knut von Juliat, Elinor von Brenner, Marietta, München-Neuhausen, wurde am 25. November 1847 in Mainz geborenihr Vater, jetzt Oberst z. D. von Ekensteen in Trier, ein geborener Schwede, war damals kgl. preussischer Lieutenant, ihre Mutter eine Französin. Sie wurde teils bei den Eltern, teils in Frankreich bei Verwandten erzogen. Als Kind auf der Schulbank schrieb sie »heimlich« Märchen, die in den achtziger Iahren in Berlin gedruckt wurden, ohne jegliche Änderung. An die Öffentlichkeit trat sie erst in den achtziger Iahren in Metz mit ihren »Jugend-Erinnerungen«der freundliche Anklang, den dieselben fanden, veranlasste sie, mehr zu veröffentlichen, doch gab sie sich dem Berufe der Schriftstellerin erst ganz hin, als ihr das Schicksal im Frühjahr 1888 ihren Gatten, den bayr. Hauptmann Ludwig Schmidt, nach langer, schwerer Krankheit entriss. Einem Rufe nach München als Redaktrice der illustrierten Stadtzeitung folgend, siedelte sie nach längeren Reisen durch Frankreich, Österreich und Ungarn nach dort 1889 über, wo sie seit 1892 ganz unabhängig ihrem Berufe lebt. Ihr Lieblingsfeld ist die Novelle auf historischer oder kulturhistorischer Basis und erscheinen diese Arbeiten meist illustriert im",,Magdeburg,Wiesbaden,Dillenburg,Meran,Oberlahnstein a. Rh.,Kreuznach,Idstein,Nassau,Mainz,Neuhaus,Trier,Metz,Berlin,München,Neuhausen,,,,,,,,,,,
10428563X,Schmidt Wilhelmine,Schmidt,Wilhelmine,,,,,1810,,"Schmidt, Wilhelmine, geb. Itzholz, geboren 1810 in Berlin, wo ihr Vater als Feldwebel im Dienste stand, verlebte sie unter den Leiden einer bösen Stiefmutter, eine freudlose Jugend und kam nach dem Tode ihres Vaters 1822 in das Militärwaisenhaus zu Potsdam. Zwei Jahre darauf aus der Anstalt entlassen, nahm sie zehn Jahre lang eine dienende Stellung und verheiratete sich dann mit dem Hoboisten Schmidt. Mitten unter den Sorgen ihres Haushaltes schrieb sie seit 1843 manches Gedicht nieder, bis der Divisionsprediger Thielen eine Sammlung derselben veranlasste.","‒ Die Familie Sternberg. Erzählg. 8. (172) Leipzig 1851, Jackowitz. n 2.40 ‒ Gedichte. 8. (194) Düsseldorf 1846, Buddeus, n 2.50",,,,Potsdam,Berlin,,,,,,,,,,,,,,,,,,,,,,,,
1216357471,Schmitz-Kemner Fanny,Schmitz-Kemner,Fanny,,,Düsseldorf,,1819,1901,"Schmitz-Kemner, Frau Fanny, Heidelberg, wurde 1819 zu Düsseldorf als die Tochter des Militärarztes Kemner geboren. In der Dorfschule fand sie den ersten Unterricht. Mit 12 Jahren kam sie in das Ursulinerinnenkloster nach Köln. Unter der Leitung von Frau Bruch und Franz Weber bildete sich Fanny in der Musik und im Gesang aus. Sie verheiratete sich später mit dem damals auf Urlaub in Europa sich befindenden Militärarzte Dr. Schmitz in Niederländisch-Indien und lebte mit ihm auf verschiedenen Inseln der holländischen Kolonieen, auf Java, Celebes, auf Ambou in den Molukken, welches Städtchen, wie die Zeitungen berichten, jetzt in Trümmern liegt, u.a. O., bis das kinderlose Ehepaar nach eingetretenem Pensionsrecht des Gatten nach Deutschland zurückkehrte und sich in Heidelberg niederliess. Ein Unfall, der Frau Fanny Sch. für einige Monate an das Bett fesselte, wurde die Veranlassung, dass sie ihre indischen Erinnerungen niederschrieb. Seit einigen Jahren ist F. Sch. Witwe, erfreut sich aber, wie ihre letzten Briefe zeigen, einer seltenen Geistesfrische.","‒ Unter Eichen u. Palmen. Lebensbild aus der Heimat u. den Treten, 8. (344) Berlin 1887, Janke. n 2.–",,,,Düsseldorf,Heidelberg,Köln,Ursulinerinnenkloster,,,,,,,,,,,,,,,,,,,,,,
1047619199,Schnabl Jenny,Schnabl,Jenny,,,Wien,Theresienstadt,1863,1942,"Schnabl, Frau Jenny, Wien I., Schottenring 9. Geboren am 17. März 1863 in Wien, schreibt Novellen und Aphorismen.",,,,,Wien,Wien,,,,,,,,,,,,,,,,,,,,,,,,
1055098895,Schneider Hedwig,Schneider,Hedwig,,,,,1847,,"Schneider, Frau Hedwig, Ps. H. Schaffer, Bremen, Osterthorsteinweg 84, wurde am 15. Oktober 1847 auf dem Gute Lebno in Westfalen als die Tochter des Gutsbesitzers W. Hoffmann geboren. Sie erhielt ihre Erziehung vorwiegend in Danzig, wo sie 1865 ihr Lehrerinnenexamen machte. Längere Zeit hielt sie sich am Genfer See auf, wo sie die ersten Anregungen zu schriftstellerischer Thätigkeit empfing. Sie verheiratete sich 1873 mit dem Reallehrer Dr. Gustav Schneider in Bremen. Die meisten ihrer Novellen und Erzählungen sind in den »Bremer Nachrichten« und in der »Weser-Zeitung« erschienen. Ein von ihr verfasstes Frauenlied »Glück auf, deutsche Frau«, ist von L. Hesselmann vertont worden. Werke s. H. Schaffer.",,,,,Danzig,Lebno,Bremen,Genf,,,,,,,,,,,,,,,,,,,,,,
116129859,Schneider Lina,Schneider,Lina,,,Weimar,Köln,1831-01-15,1909-09-01,"Schneider, Frau Lina, geb. Weller, Ps. Wilhelm Berg, Köln a. Rhein, Roonstrasse 17 I, geboren den 15. Januar 1831 in Weimar, ist Vorsteherin des Viktoria-Lyceums in Köln. Sie widmete sich dem Studium der Literaturgeschichte, namentlich der mittelhochdeutschen, erhielt wegen ihrer Verdienste um die niederländische Litteratur 1873 von der niederländischen Regierung die grosse goldene Verdienstmedaille. Die Gesellschaft für niederländische Litteraturkunde in Leyden ernannte sie 1872 zu ihrem Mitgliede. 1852 vermählte sie sich und zog mit ihrem Gatten nach Rotterdam, hielt in vielen Städten Hollands Vorlesungen über das deutsche Schrifttum und wendete sich dann dem Studium der indischen Litteratur, sowie","‒ Ada und Paoletto. Von Rosalie Loveling. Übers. 1880. ‒ Akbar. Von Limburg-Brouwer. Übers. ‒ Amazone. Rom. von K. Vosmaer. 8. (358) Stuttgart 1884, Deutsche Verlags-Anstalt. n 5.– ‒ Aus dem indischen Leben. 1879. ‒ Frauengestalten der griechischen Sage und Dichtung. 8. (392 m. H.) Leipzig 1879. L. Fernau. n 9.–geb. n 12.– ‒ Geschichte der niederländischen Litteratur. Mit Benutzung der hinterlassenen Arbeit von F. v. Hellwald verfasst und durch Proben veranschaulicht. 8. (868) Leipzig 1887, Friedrich. n 12.–geb. n 13.50 ‒ Jephtha. Von v. d. Vondel. ‒ Niederländische Legende des 15. Jahrh von Beatrys. Übers.",,,,Leyden,Köln,Rotterdam,Weimar,Köln a. Rhein,,,,,,,,,,,,,,,,,,,,,
116837217,Schneider Thekla,Schneider,Thekla,,,Ravensburg,Friedrichshafen,1854-06-19,1936-03-10,"Schneider, Frl. Thekla, Friedrichshafen am Bodensee, Friedrichstrasse, geboren am 19. Juni 1854 zu Ravensburg in Württemberg. Ihr Vater war daselbst Rechtsanwalt. Sie genoss eine fröhliche Kindheit und besuchte das Institut der Schulschwestern in ihrer Vaterstadt. Später kam sie nach Konstanz, wo die Schwestern der christlichen Liebe eine Erziehungsanstalt gegründet hatten. Nach der eigentlichen Lernzeit weilte sie, wie auch schon als Kind mit Vorliebe bei ihrem Grossvater in Stuttgart, Prof. Obermedizinalrat Dr. v. Riecke und war dieser Aufenthalt immer geeignet, ihren Sinn für schöne Litteratur auszubilden und anzuregen. Den Professor Dr. B. Schäfer, damals an der Akademie in Münster i. W., lernte sie indes in Ravensburg kennen. Derselbe machte Professor Schlüter in Münster i. W. auf ihre Dichtungen aufmerksam und trat Th. Sch. von der Zeit an in lebhaften Briefwechsel mit dem Freunde Annettens von Droste-Hülshoff. Eine Reise, welche Th. Sch. später nach Münster i. W, unternahm, ermöglichte den persönlichen Umgang mit dem blinden Greise und hatte überdies den Wert, mit der Dichterin Antonie Iüngst (siehe diese) schöne Beziehungen anzubahnen.","‒ Aus alten Tagen. Eine epische Erzählg. 12. (127) Stuttgart 1885, Deutsches Volksblatt. 1.50geb. 2.50 ‒ Frau Wendelgard. Epische Erzählg. 12. (120) Ravensburg 1893, Dorn. (F. Alber.) 2.–geb. 3.50 ‒ Gedichte. 2. Aufl. der »Wellen vom Bodensee«. 8. (148) Paderborn 1889, F. Schöningh. 2.–geb. 3.– ‒ Irmentrud. Welfensage. Rom. Ravensburg 1898, Dorn (F. Alber). 2.50geb. 3.50 ‒ Wellen vom Bodensee. Gedichte. 8. (139) Sigmaringen 1882, Tappen. 1.50",Schneider Thekla,"Irmentrud. 8. (160) Ravensburg 1897, Dorn. 2.40 Ergänzg. zu Thekla Schneider. Band II.",,Ravensburg,Friedrichshafen,Stuttgart,Münster,Konstanz,Ravensburg,,,,,,,,,,,,,,,,,,,,
115341269,Schobert Hedwig,Schobert,Hedwig,,,,Berlin,1857-04-19,1919-01-21,"Schobert, Frau Hedwig, Berlin, Neue Winterfeldstrasse 58 I, als Tochter des Rittergutsbesitzers Harnisch auf Barnimš-Čunow in Pommern, am 19. April 1858 daselbst geboren, heiratete sie den Premierlieutenant Karl Schobert und lebte längere Zeit in Bayreuth, dann in München. Die Ehe war keine glückliche und wurde gelöst. H. Sch. siedelte nach Berlin über und begann hier ihre schriftstellerische Thätigkeit, zu der sie seit frühester Jugend Neigung hatte. Nachdem einzelne Novellen und Romane in verschiedenen Zeitungen veröffentlicht waren, trat sie in dauernde litterarische Beziehungen zu Schorers Familienblatt und zu Jankes Romanzeitung.","‒ Art zu Art. Rom. 2 Bde. 8. (228, 242 u. 280) Berlin 1897, O. Janke. 12.– ‒ Aschenbrödel. Rom. 8. (358) Berlin 1889, Schorer. 4.– ‒ Dasselbe. Ebda. 1889. 2.– ‒ Auf der grossen Landstrasse. Rom. 3 Bde. 8. (727) Berlin 1893, O. Janke. 12.– ‒ Das Grösste auf Erden. Eine Geschichte vom Strande. 8. (132) Ebda. 1889. 1.– ‒ Das Kind der Strasse. Rom. 3. Aufl. 8. (261) Berlin 1894, Leipzig, P. List. 3.60geb. 4.50 ‒ Dasselbe. Berlin 1889, Schorer. 1.50 ‒ Deklassiert. Rom. 3 Bde. 8. (712) Berlin 1896, O. Janke. 12.– ‒ Durch eigene Schuld. Rom. 8. (284) Ebda. 1889. 2.– ‒ Eine verrufene Frau. Rom. 3 Bde. 8. (712) Ebda. 1898. 12.– ‒ Einst. Eines Thoren Paradies. 2 Erzählgn. 8. (140) Ebda. 1889. 1.– ‒ Flecken auf der Ehre. Rom. 3 Bde. 8. (731) Ebda. 1889. 10.– ‒ Fürstlich Blut. Rom. 8. (287) Berlin 1888, Schorer. 3.60 ‒ Dasselbe. Ebda. 1889. 1.50 ‒ Kreuzdorn. Rom. 2 Bde. 2. Aufl. 8. (372) Dresden 1889, E. Pierson. 6.– ‒ Dasselbe. Berlin 1898, O. Janke. ‒ Künstlerblut. Rom. 3 Bde. 8. (758) Leipzig 1892, P. List. 9.–geb. 13.– ‒ Künstlergewissen. Erzählg. 8. (135) Berlin 1889, Janke. 1.– ‒ Madame Diane. Erzählg. 8. (79) Ebda. 1889. –.50 ‒ Marquise Rose. Rom. 8. (270) Ebda. 1889. 2.– ‒ Moderne Ehen. Rom. 3 Bde. 8. (717) Ebda. 1895. 12.– ‒ Ulanenliebe. Rom. 2. Aufl. 8. (314) Ebda. 1895. 2.– ‒ Dasselbe. 8. (255) Berlin 1887, R. Eckstein Nachfolger. 2.–",,,,Rom,Čunow,Berlin,München,Rom,Barnimš,Bayreuth,,,,,,,,,,,,,,,,,,,
116852755,Schoebel Agnes,Schoebel,Agnes,,,Berlin,Berlin,1867-08-08,1939-06-05,"Schoebel, Frl. Agnes, Ps. H. v. Schandow und Frou-Frou, Berlin, Blumeshof 14, wurde am 8. August 1867 zu Berlin geboren und hat ihre ganze Lebenszeit daselbst verbracht. Schon frühzeitig regte sich der Drang in ihr, Märchen zu ersinnen und niederzuschreiben. Ihre ersten schriftstellerischen Versuche vergrub sie im elterlichen Garten. Ursprünglich musikalischen Studien ergeben, wandte sie sich späterhin der Schriftstellerei zu. Ausser den hier verzeichneten Büchern schreibt Frl. Schoebel für verschiedene grosse Zeitschriften und Tagesjournale.","‒ Aschenbrödels Pantöffelchen. Erzählgn. 8. (64) Berlin 1896, R. Eckstein Nachfolger. –.50 ‒ Champagner! Novellen. (120) Ebda. 1898. 1.50 ‒ Ein Gespenst. Erzählg. 8. (252) Ebda. 2.50 ‒ Faschings Ende u. andere Novellen. 8. (205 m. Bildn.) Leipzig 1894, Dresden, C. Reissner. 3.–erm. Preis –.75",Schoebel Agnes,"Moderne Bräute. Novellen. (120) Berlin 1898, R. Eckstein Nachf. 1.50","‒ Prinzen-Märchen. 4. (112 m. 8. Vollbildern in Photograv. u. 73 Textillustr.) Leipzig 1890, Titze. geb. m. Goldschn. 20.– ‒ Unser Teufelchen u. andere Novellen. 8. (403) Dresden 1892, E. Pierson. 5.– ‒ Wer will sie richten? Rom. m. Bildnis. (140) Berlin 1898, R. Eckstein Nachf. –.75",Berlin,Berlin,,,,,,,,,,,,,,,,,Italienisch,,,,,,,
107539217,Scholz Marie,Scholz,Marie,,,Strebowitz,,1861-12-01,1944-03-30,"Scholz, Frau Marie, geb. Stonawski, Ps. M. Stona, Schloss Strzebowitz in Österreich-Schlesien, ebenda geboren am 1. Dezember 1861 als die Tochter eines Gutsbesitzers, genoss sie im elterlichen Hause ihre Erziehung und verriet schon in früher Jugend Begabung für Malerei und Poesie. 1881 vermählte sie sich mit dem Dr. jur. Scholz und lebt seit einigen Jahren mit ihrer Familie auf Schloss Strzebowitz. Werke s. Marie Stona.",,Stona Marie,Biographie s. Marie Scholz.,"‒ Buch der Liebe. Gedichte. III. Aufl. 12. (116) Wien 1897, Karl Konegen. 1.70 ‒ Die Provinz unterhält sich. Federzeichnungen. 12. Ebda. 1898. 3.– ‒ Erzählt u. gesungen. 8. (318) Ebda. 1890. 4.– ‒ Menschen u. Paragraphen. 12. (253) Ebda. 1896. 3.–geb. 4.–",,,,,,,,,,,,,,,,,,,,,,,,,,
116911832,Schomacker Hanna,Schomacker,Hanna,,,Cēsis,Wiesbaden,1858-08-26,1913-11-25,"Schomacker, Frau Hanna, geb. Petersenn, St. Petersburg, Petersburger Seite Bolschaja, Dworjanskaja 22, geboren den 26. August 1858 zu. Wenden in Livland, besuchte die höhere Töchterschule, absolvierte ihr Hauslehrerinnen-Examen am Gymnasium zu Riga. Sie ist verheiratet mit Carl Schomacker. Sie veröffentlichte im Laufe der letzten zehn Jahre verschiedene Novellen, Humoresken und Märchen in","‒ Bunte Märchen. 2. Aufl. 12. (166) Leipzig 1896, G. Fock. Miniatur-Geschenk-Ausgabe geb. m. Goldschn. 1.50 ‒ Klumpe-Dumpe u. andere Märchen. 12. (82) Hamburg 1892, Verlagsanstalt u. Druckerei, Aktien-Gesellschaft. 1.20 ‒ Liebeswirren. Nov. 8. (227) Ebda. 1893. 3.–",,,,Petersburg,St. Petersburg,Wenden,Riga,,,,,,,,,,,,,,,,,,,,,,
117041009,Schreiber Clara,Schreiber,Clara,,,Wien,Meran,1848,1905,"Schreiber, Frau Clara, geborne Hermann, Meran, Kuranstalt Hygiea, im Sommer: Aussee »Alpenheim«, geboren in Wien, 27. Oktober 1848, verlor schon als Kind von zehn Monaten ihren Vater, ihre Mutter vermählte sich ein zweitesmal und so kam die junge Clara nach Brünn, wo sie im Hause ihres zweiten Vaters eine sorgfältige Erziehung genoss. Im 18. Lebensjahre vermählte sie sich mit dem med. Dr. Josef Schreiber in Wien. Die junge Frau begann ihre schriftstellerische Thätigkeit in verschiedenen Journalen, vorzugsweise in der »Neuen freien Presse«, wo sie häufig für Tagesfragen eintrat. D. S. gründete in Aussee im Salzkammergut","‒ Eine Wienerin in Paris. 1882. ‒ Eva. Naturalistische Studien e. Idealistin. 8. (155) Dresden 1893, E. Pierson. 3.–",,,,Wien,Meran,Aussee,Brünn,,,,,,,,,,,,,,,,,,,,,,
1236820606,Schröder Auguste Sophie,Schröder,Auguste Sophie,,,Löbejün,,1847-02-16,,"Schröder, Auguste Sophie, geb. Festner, Siegen, geboren den 16. Februar 1847 zu Löbejün bei Halle a. S. als Tochter des Lehrers und Dichters F. Festner, vermählte sich 1863 mit dem Lehrer Karl Schröder in Siegen, dramatisierte Märchen und schrieb Gedichte und Theaterstücke.","‒ Bekehrten Ungläubigen, Die. Lustsp. 1876. ‒ Intriguen. Schausp. 1876. ‒ Lügner, Der, u. sein Sohn. Posse. Ein in Gedanken stehen gebliebener Regenschirm. Schwank. 16. (45) Leipzig 1876, Ph. Reclam jr. –.20 ‒ Nur eine Gastrolle. Lustsp. 1881. ‒ Verheiratet wider Willen. Lustsp. 1876. ‒ Wahn u. Liebe. Lustsp. 1882.",Schröder Sophie,"Wie sie lebt im Gedächtnis ihrer Zeitgenossen u. Kinder. 8. (250 m. 2 Kupferst.) Wien 1870, Wallishaussersche Buchhandlung. 6.–",,Siegen,Halle a. S.,Löbejün,Halle,Hall,Wien,,,,,,,,,,,,,,,,,,,,
1035136015,Schroeder Catharine,Schroeder,Catharine,,,,Hannover,1847-11-22,1912-06-05,"Schroeder, Frl. Catharine, Waldhausen b. Hannover, Brunestrasse 2 II Geboren am 22. November 1847 im Dorfe Apen im Grossherzogtum Oldenburg, verlor sie in frühester Kindheit die Mutter und ward im Hause von deren Bruder, einem begüterten Kaufmann in Bremen erzogen, später im Pensionat des Frl. Ch. Dilthey in Hanau zur Erzieherin ausgebildet. Sie ging als solche 1865 nach England, verlebte dort 17 Jahre, kehrte 1881 nach Deutschland zurück, gründete in Hannover ein Mädchenpensionat, das sie 1894 wieder aufgab. Zur Zeit widmet sie sich ausschliesslich der Schriftstellerei. In Zeitschriften hat sie ziemlich viel veröffentlicht.","‒ Im Wald und auf der Haide. Rom. 8. (310) Jena 1893, H. Costenoble. 5.–geb. 6.20 ‒ Isabel. Rom. 8. (324) Breslau 1883, Schottländer. 3.–geb. 4.– ‒ Lady Sybille. Rom. 2 Bde. 8. (599) Dresden 1895, K. Reissner. 7.–geb. 9.– ‒ Schloss am Meere, das. Rom. 8. (206) Breslau 1882, Schottländer. geb. 4.–",,,,Hanau,Waldhausen,Hannover,Bremen,Oldenburg,Apen,,,,,,,,,,,,,,,,,,,,
1043827072,Schubert Hermine,Schubert,Hermine,,,,,1866,,"Schubert, Frl. Hermine, Ps. H(ans) Hermann, Breslau, Friedrich-Wilhelmstrasse 4, geboren den 9. November 1866 auf Schloss Barottwitz bei Breslau als die Tochter eines Rittergutsbesitzers und Werke s. H. Hermann.",,,,,Schloss Barottwitz,Breslau,,,,,,,,,,,,,,,,,Englisch,,,,,,,
11712477X,Schück Elisabeth,Schück,Elisabeth,,,Ahlen (Kreis Warendorf),Friesoythe-Gehlenberg,1791-01-26,1831-11-02,"Schück, Elisabeth, Ps. E. Schück, Seebad Coserow, Pommern, geboren zu Ravicz in der Provinz Posen im Jahre 1848. Ihr Vater war Pastor an der dortigen Strafanstalt, ihre Mutter die Tochter des Direktors. In Büche bei Stargard, wohin ihr Vater als Pfarrer berufen wurde, verlebte sie inmitten eines zahlreichen Geschwisterkreises eine stille freundliche Jugend. Nach ihres Vaters Tode ging sie als Erzieherin nach England, dort blieb sie mehrere Jahre, und dort entstand ihr ein Nervenleiden, welches sie schliesslich zwang, bei ihrer Mutter in dem Predigerwitwenhäuschen zu Warienfliess mehrere Jahre zuzubringen. Nach dem Tode der Mutter, vor vier Jahren, ging sie nach Coserow, wo sie eine kleine Verlagsbuchhandlung","‒ Ännchens frische Schneeglöckchen. Frei nach dem Engl. erzählt. 12. (40) Basel 1886, Spittler. –.20 ‒ Blöde Matthias, Der. Frei nach dem Engl. erzählt. 12. (51) Ebda. 1887. –.30 ‒ Epikuräer, der, von Thomas Moore. Aus dem Engl. übers. 12. (136) Coserow 1896, Gebrüder Schlechter. –.60 ‒ Erich od. Schritt für Schritt. Aus dem Engl. 8. (198) Misdroy 1893, R. Schück. 2.– ‒ Kunst der Schönheitspflege, die. Praktische Winke u. Ratschläge. 6. Aufl. 8. (93) Ebda. 1893. 1.– ‒ Lebensgeschichte von M. F. Drögmund. Nach mündlichen Berichten bearbeitet. Kollektion »Olla potrida«. 8. (105 m. 1 Bildnis) Coserow 1896, Gebrüder Schlechter (E. Schück). 2.– ‒ Letzte Troubadour, der. Kollektion »Olla potrida«. 8. (60) Ebda. 1887. –.40 ‒ Sein guter Engel. Kollektion »Olla potrida«. 8. (78) Ebda. 1896. –.75 ‒ Zwei Tage in Cadenabbia. Kollektion »Olla potrida«. 8. (49) Ebda. 1896. –.40",Schücking Katharina Sybilla,"geb. Busch, geboren den 26. Januar 1791 zu Dülmen, Westfalen, gestorben den 2. November 1831.",,Coserow,Warienfliess,Posen,Dülmen,,,,,,,,,,,,,,,,,Englisch,Französisch,Italienisch,,,
1047918196,Schulz Gabriele,Schulz,Gabriele,,Ella,Dresden,Gramzow,1860,1928,"Schulz, Frl. Gabriele, Ps. E. Nilas, Gramzow in der Uckermark, Klosterberg, ist am 29. Juni 1860 in Dresden als Tochter des Rechtsanwaltes und Notars G. Schulz geboren. Schon als Kind hatte Sch. den starken Drang, »Geschichten auszudenken«, und als junges Mädchen schrieb und dichtete sie »lustig drauf los«. 1886 starb ihr Vater, sie siedelte mit ihrer Mutter nach Gramzow über, gründete dort eine Schule, bestand ihre Lehrerinnenprüfung und gestaltete den kleinen Anfang besser aus, indem sie mit einer andern Dame, Frl. Martha Zillich, gemeinsam die Schule und das Pensionat leitete und noch leitet. Werke s. E. Nilas.",,,,,Gramzow,Dresden,,,,,,,,,,,,,,,,,,,,,,,,
117293962,Schumacher Tony,Schumacher,Tony,,,Ludwigsburg,Ludwigsburg,1848-05-17,1931-07-10,"Schumacher, Frau Tony, Stuttgart, Olgastrasse 33, geboren den 17. Mai 1848 in Ludwigsburg als Tochter des Generallieutenants v. Baur-Breitenfeld, Gattin des Geh. Hofrats v. Schumacher in Stuttgart. Ausser den hier angeführten Werken hat sie Verschiedenes in illustrierten und belletristischen Journalen veröffentlicht. Einzelne ihrer Werke hat sie selbst illustriert.","‒ Du und deine Hausgenossen. 8. (117) Ravensburg 1897, Otto Maier. 1.25geb. 1.80 ‒ Eine glückliche Familie. Eine hübsche Geschichte u. Anleitg., wie Kinder im Haushalte helfen u. zum Glück der ihrigen beitragen können. 8. (148) Stuttgart 1896, Levy & Müller. geb. 2.50 ‒ Ich gratuliere! Sammlg. von Gelegenheitsgedichten, kleinen Scherzen u. Aufführgn. zu Familienfesten f. uns. Kinderwelt. 8. (122) Leipzig 1883, Spamer. 2.–kart 2.50 ‒ Lottchen und Gertrud od. Grossmutters Holzpuppe u. der Enkelin Wachspuppe. Vergleichende Erzählg. in Reimen aus der guten alten Zeit u. der Neuzeit, 8. (128) Ebda. 1885. 2.–kart. 2.50 ‒ Mütterchens Hilfstruppen. Eine hübsche Geschichte u. Anleitg., wie Knaben u. Mädchen im Haushalte helfen können. 8. (156) Stuttgart 1895, Levy & Müller. geb. 2.50 ‒ Schulleben. Eine Geschichte für jung u. alt zum Lachen u. Weinen. 8. (158) Ebda. 1897. geb. m. Schwamm 3.–",,,,Stuttgart,Ludwigsburg,,,,,,,,,,,,,,,,,,,,,,,,
