gnd,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
1027642004,Schneider-Schlöth,Amalie,Schneider-Schlöth Amalie,Basel,.,1839,1888,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
103191269X,Schober,Hofkleidermacherin,Schober Anna,.,.,1847-04-17,1929-01-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104330058,Schober,Th,Schober Th.,.,.,1821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115341269,Schobert,Frau Hedwig,Schobert Hedwig,.,Berlin,1857-04-19,1919-01-21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116852755,Schoebel,Frl. Agnes,Schoebel Agnes,Berlin,Berlin,1867-08-08,1939-06-05,Schoebel Agnes,"Moderne Bräute. Novellen. (120) Berlin 1898, R. Eckstein Nachf. 1.50","‒ Prinzen-Märchen. 4. (112 m. 8. Vollbildern in Photograv. u. 73 Textillustr.) Leipzig 1890, Titze. geb. m. Goldschn. 20.– ‒ Unser Teufelchen u. andere Novellen. 8. (403) Dresden 1892, E. Pierson. 5.– ‒ Wer will sie richten? Rom. m. Bildnis. (140) Berlin 1898, R. Eckstein Nachf. –.75",.,.,.,.,.,.,.,.,.,.,.,.
117220833,Schoenemann,Marie,Schoenemann Marie,.,.,1787-12-31,1831-07-02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159716285,Schoener,Frau Clara,Schoener Clara,Hettstedt,Düsseldorf,1834-10-26,1896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116868295,Schoenflies,Frau Rosalie,Schoenflies Rosalie,.,.,1842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116857307,Schöler,Ottilie von,Schöler Ottilie,.,.,1828-11-25,1895-03-11,Warnatz-Duroy,s. Ottilie von Schöler.,.,.,.,.,.,.,.,.,.,.,.,.,.
107539217,Scholz,Frau Marie,Scholz Marie,Strebowitz,.,1861-12-01,1944-03-30,Stona Marie,Biographie s. Marie Scholz.,"‒ Buch der Liebe. Gedichte. III. Aufl. 12. (116) Wien 1897, Karl Konegen. 1.70 ‒ Die Provinz unterhält sich. Federzeichnungen. 12. Ebda. 1898. 3.– ‒ Erzählt u. gesungen. 8. (318) Ebda. 1890. 4.– ‒ Menschen u. Paragraphen. 12. (253) Ebda. 1896. 3.–; geb. 4.–",.,.,.,.,.,.,.,.,.,.,.,.
116911832,Schomacker,Frau Hanna,Schomacker Hanna,Cēsis,Wiesbaden,1858-08-26,1913-11-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105334774,Schönberger,Frl. Käthe,Schönberger Käthe,.,.,1881-06-11,1967-12-31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11880510X,Schopenhauer,Adele,Schopenhauer Adele,Hamburg,Bonn,1797-07-12,1849-08-25,Schopenhauer Johanna,"Tochter des Kaufmanns H. Trosiener, geboren (nach Gross) 9. Juli 1766 (nach Schindel) 6. Juni 1770 in Danzig, gestorben 17. April 1838 in Weimar.","‒ Die Tante. Rom. 2 Bde. Leipzig, Ph. Reclam Jun. –.20 ‒ Jugendleben u. Wanderbilder. 2 Bde. 2. Ausg. 8. (708) Braunschweig 1848, Westermann. 4.50",.,.,.,.,.,.,.,.,.,.,.,.
1074105532,Schoultz-Ascheraden,Frau Baronin Marie von,Schoultz-Ascheraden Marie,Dorpat,Straßburg,1821-10-30,1894-02-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130148148,Schrader,Clementine,Schrader Clementine,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117025739,Schramm,Anna,Schramm Anna,Liberec,Steglitz (Landkreis Teltow),1835-04-08,1916-06-01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1191490319,Schreck,Emmy,Schreck Emmy,Sankt Petersburg,.,1841-02-17,1922-05-04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1016941536,Schreder,Katharina,Schreder Katharina,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117041009,Schreiber,Frau Clara,Schreiber Clara,Wien,Meran,1848,1905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117045586,Schreibershofen,Frau Hedwig von,Schreibershofen Hedwig,.,.,1840-09-14,1922-10-28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1236820606,Schröder,Auguste Sophie,Schröder Auguste Sophie,Löbejün,.,1847-02-16,.,Schröder Sophie,"Wie sie lebt im Gedächtnis ihrer Zeitgenossen u. Kinder. 8. (250 m. 2 Kupferst.) Wien 1870, Wallishaussersche Buchhandlung. 6.–",.,.,.,.,.,.,.,.,.,.,.,.,.
127990011,Schröder,Lilly von,Schröder Lilly,Limbaži,Wien,1844-07-02,1901-05-17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050519035,Schröder,Mathilde,Schröder Mathilde,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116354666,Schroeder,Bertha,Schroeder Bertha,Hamburg,Dessau,1856-02-10,1913-11-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035136015,Schroeder,Frl. Catharine,Schroeder Catharine,.,Hannover,1847-11-22,1912-06-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117073008,Schroeder,Frl. Marie,Schroeder Marie,.,.,1837,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117081914,Schroedter,Alwine,Schroedter Alwine,Gummersbach,Karlsruhe,1820-02-13,1892-04-12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117116262,Schuber,Marie,Schuber Marie,Schönau an der Katzbach,Berlin,1855-03-10,1915-02-02,Schubert-Feder Cläre,"Berlin, Gneisenaustrasse 30, Dozentin der Humboldt-Akademie in Berlin, wurde den 10. März 1855 in Schönau, einer kleinen Stadt Schlesiens geboren, und auf dem Gute ihrer Eltern, unweit Schweidnitz, erzogen. Sie besuchte die damals sehr mangelhafte höhere Töchterschule zu Schweidnitz und fand an ihrem geistig hochbegabten Vater einen gütigen Förderer ihres Lerneifers und ihrer Liebe zu geistiger Beschäftigung. Nachdem sie die Schule verlassen, fing der Kummer ihres Lebens an: sie sah den geliebten Vater in zweijahrelangem Siechtum hinsterben, die Mutter sich wiederverheiraten und nicht glücklich sein, worunter sie furchtbar litt. Sie selbst verfiel in schwere, drei Iahre andauernde Krankheit. Der heisse Wunsch nach geistiger Entfaltung liess sie nach ihrer Wiederherstellung sogleich an den Plan des Studiums denken. Es bot sich ihr der Weg nach England, und sie machte dort die Vorstudien für ihr nach Iahrefrist, 1878, in Zürich","‒ Das Leben der Studentinnen in Zürich. 3. Aufl. 8. (28) Berlin 1894, R. Boll. –.25 ‒ Die Brunnen in der Schweiz. 1885. ‒ Or San Micchele in Florenz. Eine denkwürdige Stätte der Kulturund Kunstgeschichte.",.,.,.,.,.,.,.,.,.,.,.,.
1043827072,Schubert,Frl. Hermine,Schubert Hermine,.,.,1866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117109029,Schubert,Joh,Schubert Joh. JulJane,.,.,1776-11-25,1864-04-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11712477X,Schück,Elisabeth,Schück Elisabeth,Ahlen (Kreis Warendorf),Friesoythe-Gehlenberg,1791-01-26,1831-11-02,Schücking Katharina Sybilla,"geb. Busch, geboren den 26. Januar 1791 zu Dülmen, Westfalen, gestorben den 2. November 1831.",.,.,.,.,.,.,.,.,.,.,.,.,.
117130249,Schücking,Frl. Theo,Schücking Theo,.,.,1850,1903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117223107,Schultz,Frl. Emma,Schultz Emma,.,Weimar,1844-12-15,1918-01-04,Schultze Johanna,Biographie u. Werke s. Johanna Schultze-Wege.,.,Schultze-Wege Johanna,"Ps. I. Wege, Weimar, Junkerstrasse 45, ist am 15. Dezember 1844 als Tochter des Apothekers Fr. Wege geboren. 1857–72 lebte sie in Berlin, dann bis 1885 in Naumburg a. S. 1885 hat sie sich mit dem Portraitund Genremaler Franz Schultze zu Düsseldorf vermählt. Seit 1890 lebt sie in Weimar. In Buchform hat I. Sch.-W. noch keine eigne Arbeit veröffentlicht, nur mehrere grössere Übersetzungen, die in Reclams Universalbibliothek erschienen sind, ferner sind in Zeitschriften verschiedene Arbeiten veröffentlicht. Ein grosses melodramatisches Schauspiel von ihr, »Mahaferid«, hat Arthur Wilford in Brüssel komponiert, eine einaktige Oper, »Heimkehr der Seelen,« Arthur Stiehler in Görlitz. »Mahaferid« war vom vlämischen Theater in Antwerpen angenommen, stand auch schon im Repertoir in den Zeitungen (der Kapellmeister Keurwel hat es ins Vlämische übersetzt), aber allerlei pekuniäre Schwierigkeiten und direktoriale Streitigkeiten kamen dazwischen, so dass das Bühnenstück zurückgezogen wurde. Gegenwärtig nimmt ein grosses wissenschaftliches Werk einen sehr grossen Teil ihrer Zeit in Anspruch. Ihr grosses Interesse für Naturwissenschaften, besonders für Botanik und in dieser wieder ganz speziell die Pilzkunde, hat sie veranlasst, zu Jena und Berlin Belehrung zu suchen. Im unermüdlichen Sammeln und Arbeiten hat sie gegen 2000 Arten Pilze nach der Natur gemalt und zum grössten Teil auch beschrieben. Im thüringischen botanischen Verein, dessen eifriges Mitglied sie seit zwölf Iahren ist, findet ihre Arbeit viele Anerkennung. Auch mehrere Verleger haben sich schon dafür gefunden, aber die Berechnung der ungeheuren Herstellungskosten schreckten sie immer ab. Auf den Gartenbauausstellungen in Berlin 1890 und 1897 hat sie für einige dort ausgestellte Bände und Abbildungen von Pilzen je eine silberne Medaille erhalten.","‒ Das Haus des Blinden. Ein Sang aus dem Riesengebirge. Dresden 1898, M. Laue. U. d. Presse. ‒ Das neue Leben und die gesammelten lyrischen Gedichte von Dante Alighieri. In den Versmassen der Urschrift ins Deutsche übertragen von I. Wege. Stereotyp. Ausgabe. 16. (118) Leipzig 1879, Ph. Reclam jr. –.20; geb. –.60 ‒ Die Fabeln von Jean de Lafontaine. Ins Deutsche übertragen von I. Wege. Stereotyp. Ausgabe. 16. (280) Ebda. 1883. –.60; geb. 1.– ‒ Die Lebensgeschichte, Abenteuer, Erfahrungen u. Beobachtungen David Copperfields des Iüngeren aus Blunderstone, Krähengenist von Charles Dickens. Ins Deutsche übertr. v. I. W. Sterotyp. Ausg. 2 Bde. 16. (1092) Ebda. 1882. 1.60; geb. 2.25 ‒ Lalla Rookh, ein oriental. Gedicht v. Th. Moore. In den Versmassen des Originals ins Deutsche übertr. v. I. W. Stereotyp. Ausg. 16. (205) Ebda. 1880. –.40; geb. –.80",Wege Johanna,Biographie u. Werke s. Johanna Schulze-Wege.,.,.,.,.,.,.,.
1237155010,Schultz,Frl. Marie,Schultz Marie,.,.,1856-04-04,.,Schultz Marie,"Das Stationskreuz. Dem Portugiesischen d. Pedro Ivo nacherzählt. 8. (114) Einsiedeln 1891, Benziger & Co. –.60",.,.,.,.,.,.,.,.,.,.,.,.,.
1110804075,Schultz,Therese,Schultz Therese,Guhrau (Breslau),Darmstadt,1845-08-07,1935-09-20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11721468X,Schultze,Frl. Marie,Schultze Marie,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1141826380,Schultze,Mathilde,Schultze Mathilde,Kehl,München,1865,1948,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047918196,Schulz,Frl. Gabriele,Schulz Gabriele,Dresden,Gramzow,1860,1928,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117284106,Schulze-Smidt,Frau Bernhardine,Schulze-Smidt Bernhardine,.,Bremen,1846-08-19,1920-02-16,Schulze-Smidt Bernhardine,"Fern von der Welt Getriebe. 2 Nov. 1874. u. Gül hanendé Assim-Agha. Rosenblätter. Lieder u. Sprüche des Volkssängers u. Improvisators A.-A. Dem Neutürk. nachgedichtet v. B. S.-S. 8. (148 m. farb. Umrandgn. u. 4 Bildern.) Leipzig 1893, Schmidt & Günther. 3.–; geb. 4.50 u. Pauline Endmannsdörfer. Türkische Liebeslieder m. Texten des Assim-Agha Gül-Hanandé. 2. Aufl. Berlin. u. Jos. Rheinberger. Vom goldenen Horn. Türkisches Liederspiel f. Solostimmen, gemischten Chor u. PJanoforte. Komponiert von Rh. Op. 182. Text nach dem Neutürk. des Assim Agha Gül hanendé v. B. S.-S. 8. (10) Leipzig 1885, F. E. C. Leuckart. –.20","‒ Franzosengeschichten. 3 Nov. Dresden 1898, Carl Reissner. 3.– ‒ Holde Siebzehn. Erzählg. für junge Mädchen. 2 Aufl. 8. (414 m. 6 Tonbildern) Bielefeld 1897, Velhagen & Klasing. geb. 5.50 ‒ Im Aquarium. Nov. 1876. ‒ Inge von Rantum. Eine Sylter Nov. 4. Aufl. 8. (264) Koblenz 1895, W. Groos. geb. 4.– ‒ In Moor u. Marsch. Rom. aus dem Iahre 1812. 8. (442) Bielefeld 1893, Velhagen & Klasing. geb. 5.50 ‒ Jugendparadies. Eine wahre Geschichte für die Kinder u. ihre Freunde. 8. (326 m. 6 Bildern) Ebda. 1895. geb. 5.50 ‒ Kein Gitter hindert Cupido. Rom. 8. (265) Dresden 1897, Carl Reissner. 3.–; geb. 4.– ‒ L'Omicida. Il Bricconcello. 2 Novellen. 8. (315) Ebda. 1895. 5.–; geb. 6.– ‒ Mellas Studentenjahr. Eine Backfischgeschichte. 2. Aufl. 8. (302 m. 6 Tonbild.) Bielefeld 1897, Velhagen & Klasing. geb. 5.50 ‒ Mit dem Glücksschiff. Eine Geschichte zu Wasser n. zu Lande für junge Mädchen. 8. (345 m. 6 Bildern.) Ebda. 1896. geb. 5.50 ‒ Pave, der Sünder. Eine Geschichte aus Dalmatien. 8. (347) Stuttgart 1896, Deutsche Verlags-Anstalt. 5.–; geb. 6.– ‒ Pfadfinder. 2 Erzählgn. 8. (400) Bielefeld 1889, Velhagen & Klasing. 3.– ‒ Russische Sagen. In freier Nachdichtg. 8. (63) Gotha 1885, F. A. Perthes. 5.– ‒ So wachsen deiner Seele Flügel! Rom. 2. Aufl. 2 Bde. (569) Stuttgart 1897, Deutsche Verlagsanstalt. 6.– ‒ u. – Türkische Liebeslieder. Duette. Ebda. ‒ Weltkind. Eine Idylle aus dem Rheingau. 12. (248) Dresden 1896, C. Reissner. 3.–; geb. 4.– ‒ Wenn man liebt. Eine Geschichte in 4 Büchern. 8. (392) Bielefeld 1892, Velhagen & Klasing. geb. 5.– ‒ Zwei Novellen. (Tote Kohlen. Il Pomo d'oro.) 8. (308) Gotha 1883, F. A. Perthes. 4.–",.,.,.,.,.,.,.,.,.,.,.,.
117293962,Schumacher,Frau Tony,Schumacher Tony,Ludwigsburg,Ludwigsburg,1848-05-17,1931-07-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1206955341,Schumann,Bertha,Schumann Bertha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128099658,Schuppe,Frl. Emilie,Schuppe Emilie,Brieg,.,1843-11-10,1915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119095548,Schurmann,Anna Marie,Schurmann Anna Marie,Köln,.,1607-11-05,1678-05-04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1144986044,Schurz,Frl. Mathilde,Schurz Mathilde,Prag,.,1868-08-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117316504,Schuselka-Brüning,.,Schuselka-Brüning,Königsberg,Baden (Niederösterreich),1817-01-15,1903-11-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117140678,Schütz,Charlotte,Schütz Charlotte,Halle (Saale),Jena,1789,1817-12-27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11673471X,Schütze,Käthe,Schütze Käthe,.,.,1876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117325937,Schwab,Frida,Schwab Frida,.,.,1856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101226713X,Schwab,Pauline,Schwab Pauline,Stuttgart,Stuttgart,1849-01-19,1922-05-04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127970304,Schwahn,Ottilie,Schwahn Ottilie,Lübben (Spreewald),Lübben (Spreewald),1849-09-16,1918-12-11,Schwahn Ottilie,"Alte Bekannte. 3. Aufl. 8. (406) Berlin 1891, Winckelmann & Söhne. geb. 4.50","‒ Aschenputtel u. Dornröschen. Fol. (16 m. z. Tl. farb. Bildern) Nürnberg 1895, Th. Stroefer. 1.30 ‒ Aus dem Märchenlande. Eine Auswahl schöner Märchen, den Gebrüdern Grimm und anderen nacherzählt. 4. (32 m. z. Tl. farb. Bild.) München 1891, Th. Stroefer. kart. 3.– ‒ Biblische Helden. 4. (20 m. 8 farb. Bild.) München 1892, Nürnberg, Th. Stroefer. 1.50 ‒ Butterblumenhof. Mit Gedichten v. O. S. (Ausgestanzt.) 4. (14 m. farb. Bild.) München 1891, Th. Stroefer. 1.50 ‒ Christliche Saatkörner. I. Serie. 10 Büchelchen m. Texten in Poesie u. Prosa. 16. (à 4–6 m. je 1 Farbedr.) Nürnberg 1894, Th. Stroefer. 1.– ‒ Der gestiefelte Kater. 4. (14 m. z. Tl. farb. Bildn.) Nürnberg 1896. Th. Stroefer. –.75 ‒ Dornröschen. 4. (14 m. z. Tl. farb. Bildern) Ebda. 1896. –.75 ‒ Emmy und Hannchen. Eine Erzählg. für kleine Mädchen. 8. (188 m. 4 Chromol.) Berlin 1882, Winckelmann & Söhne. geb. 4.– ‒ Felicia. Aus dem Tagebuche eines jungen Mädchens. 4. Aufl. 2 Tle. 8 (699) Ebda. 1893. geb. 8.– ‒ Geschichte Jesu. Die 4. (14 m. z. T. farb. Bildern) Nürnberg 1893, Th. Stroefer. –.75 ‒ Geschichte von Samuel. Die, u. andere schöne biblische Geschichten. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Herzblättchens Freunde. Erzählgn. u. Verse. (Ausgestanzt.) Fol. (14 m. z. T. farb. Bildern) Ebda. 1894. –.75 ‒ In der Sommerwohnung. Erzählgn. u. Verse. 8. (32 m. z. T. farb. Bildern) Ebda. 1893. kart. 1.50 ‒ Jesu Kindheit. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Jesus der gute Hirt. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Joseph und seine Brüder u. andere biblische Geschichten. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Kinder. Die, des Auswanderers. 8. (119) Leipzig, G. Wigand. 3.– ‒ Kinderlust. Mit Erzählgn. u. Versen. 8. (31 m. z. T. farb. Illustr.) München 1892, Nürnberg, Th. Stroefer. kart 1.50 ‒ Kommet her zu mir! 4. (12 m. z. T. farb. Bild.) München 1893, Stroefer. –.40 ‒ Maries Tagebuch. 3. Tl. der »52 Sonntage«. Neu bearb. 8. (345 m. 3 Farbdr.) Berlin 1895, Winckelmann & Söhne. geb. 3.– ‒ Prinzessin Tausendschön. (Ausgestanzt.) 4. (14 m. z. T. farb. Bildern) Nürnberg 1893, Th. Stroefer. –.75 ‒ Tagebuch dreier Kinder. 2. Tl. der »52 Sonntage«. Neu bearb. 8. (337 m. 4 Farbendr.) Berlin 1894, Winckelmann & Söhne. kart. 3.– ‒ Tante Lottchen und ihr Hofstaat. Ein Buch für meine jungen Freunde. 8. (234 m. 6 Chromolith.) Ebda. 1884. geb. 4.50 ‒ Vom Hirtenknaben bis zum Könige. 4. (12 m. z. T. farb. Bildern) Nürnberg 1893, Th. Stroefer. –.40 ‒ Zweiundfünfzig Sonntage od. Tagebuch dreier Kinder. Neu bearb. 25. Aufl. Jubiläumsausgabe. 8. (346 m. 4 Farbendr.) Berlin 1894, Winckelmann & Söhne. kart. 3.–",.,.,.,.,.,.,.,.,.,.,.,.
124372015,Schwartz,Marie Sophie,Schwartz Sophie Marie,Borås,Stockholm,1819-07-04,1894-05-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130150142,Schwarz,Maria,Schwarz Maria,Budapest,Wien,1859-02-26,1910-02-02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117367893,Schwarz,Agnes Sophie,Schwarz Sophie Agnes,.,Halberstadt,1754-06-17,1789-10-26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124297854,Schwarzburg-Sondershausen,Fürstin Friederike Alexandrine Marie Katharina Charlotte Eugenie Luise Mathilde von,Schwarzburg-Sondershausen Eugenie Friederike Marie Katharina Charlotte Mathilde Alexandrine Luise,.,.,1814,1888,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159392498,Schwarzenau,Marie von,Schwarzenau Marie,.,Speyer,1815-05-23,1880-04-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127970789,Schweichel,Elise,Schweichel Elise,.,.,1831,1912,Schweichel Elise,"Dunkle Mächte. Rom. In Fesseln. Nov. 12. (127 m. 25 Illustr.) Berlin 1897, H. Hillger. –.20 Ergänzg. zu Elise Schweichel. Band II.",.,.,.,.,.,.,.,.,.,.,.,.,.
1171444737,Schwerin,Gräfin Helene von,Schwerin Helene,Gröbitz,Gröbitz,1858-04-05,1894-10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117421987,Schwerin,Frau Jeannette,Schwerin Jeannette,Berlin,Berlin,1852-11-21,1899-07-14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038544440,Schwerin,Gräfin Josefine,Schwerin Josefine,.,.,1836,1927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055961984,Schwerin,Gräfin Luise von,Schwerin Luise,Berlin,Reval,1800,1828-02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1115741780,Schwester Martha,.,Schwester Martha,Mietingen,Bad Wurzach,1835,1881-01-23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117458856,Sebaldt v. Werth,Max,Sebaldt v. Werth Max,.,.,1859,1916,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116918039,Sebregondi,Maria di,Sebregondi di Maria,Dorsten,Isselburg-Anholt,1814-12-18,1882-02-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119187787,Sedgwick,Miss Catherine,Sedgwick Miss Catherine,"Stockbridge, Mass.",.,1789-12-28,1867-07-31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118760394,Seebach,Marie,Seebach Marie,Riga,St. Moritz,1829-02-24,1897-08-03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081980958,Seeberg,Friederike,Seeberg Friederike,.,Sankt Petersburg,1826-10-23,1868-05-20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117447234,Segert-Stein,Frau Anna,Segert-Stein Anna,Strelitz,.,1861-02-17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081428503,Seher-Thoss,Gräfin Olga,Seher-Thoss Olga,.,.,1827,1909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117454990,Seidel,Amalie,Seidel Amalie,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120967340,Seidel,Emilie,Seidel Emilie,.,.,1804,1875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118760653,Seidler,Luise,Seidler Luise,Jena,Weimar,1786-05-15,1866-10-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1048569284,Seiffert,Fried,Seiffert Barbara Fried.,Hof (Saale),.,1769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117468010,Seiler,Frau Wilhelmine,Seiler Wilhelmine,.,.,1826,1909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1211433161,Seitz-Hückstädt,Frau Sophie,Seitz-Hückstädt Sophie,Gnesen,.,1857-04-12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118566865,Selden,Camilla,Selden Camilla,.,.,1828,1896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118890190,Selenka,Lenore Margarete,Selenka Margarete Lenore,Hamburg,München,1860-10-07,1923-12-16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117473898,Seler,Frau Dr,Seler Cäcilie,Berlin,Berlin,1855-06-01,1935-01-04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127041370,Seleskowitz,Louise,Seleskowitz Louise,Bad Deutsch-Altenburg,.,1830,1899,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117444642,Selhorst,Frau Marie,Selhorst Marie,Köln,.,1846-02-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118764489,Semmig,Frl. Jeanne Bertha,Semmig Bertha Jeanne,Orléans,Radebeul,1867-05-16,1958-07-28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1048593584,Sendtner,Barbara,Sendtner Barbara,Zürich,München,1792,1840,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121269029X,Senga,Auguste,Senga Auguste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073662462,Senger,Emma,Senger Emma,.,.,1860,[XXXX],.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035147289,Sermes,Frl. Carla,Sermes Carla,.,Hildesheim,1851-03-13,1929-07-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120952424,Sewell,Anna,Sewell Anna,Great Yarmouth,.,1820-03-20,1878-04-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140822747,Seyth,Adyr,Seyth Adyr,.,.,1864,.,Thies Ida,"Ps. Adyr Seyth, Charlottenburg, Westend bei Berlin, Kirschenallee 20, wurde in Berlin geboren, wo ihr Vater als Prediger wirkte. Sie erhielt eine sorgfältige Erziehung, empfing den ersten Unterricht im Elternhause und besuchte dann eine höhere Töchterschule bis 1872, zu welcher Zeit die Eltern nach Charlottenburg zogen. Später trat sie in das Lehrerinnenseminar des Dr. Rauch zu Berlin ein. Darauf legte sie die Staatsprüfung im Augusta-Seminar in Berlin ab und erwarb die Befugnis zum Unterricht in mittleren und höheren Mädchenschulen. Die nächste Zeit benutzte sie zur Vervollständigung verschiedenartiger Kenntnisse und Fertigkeiten. Sie besuchte die Kochschule des Pestalozzi-Fröbelhauses und erlernte die wissenschaftliche Schneiderkunst. Sie nahm auch Malstunden, deklamatorischen Unterricht bei der Schauspielerin Frau Bartsch-Borck und Musikunterricht. I. T. verwertet ihre wissenschaftlichen Kenntnisse und erteilt Unterricht in Sprachen und in den Lehrgegenständen der Oberklassen. Inzwischen sind ihre Eltern nach Westend gezogen. Hier entstand das Erstlingswerk der Schriftstellerin, welches sie 1891 herausgab unter dem Titel »Traumeskinder«. Werke s. Adyr Seyth.",.,.,.,.,.,.,.,.,.,.,.,.,.
1035151855,Sichart v. Sichartshoff,Frl. Sophie von,Sichart v. Sichartshoff Sophie,Hannover,Wennigsen (Deister),1832-07-07,1902-02-06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117275085,Sickenberger,Frl. Therese,Sickenberger Therese,Weiherhammer,München,1853-01-24,1926-04-06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158082312,Siebelt,Frl. Agnes,Siebelt Agnes,Sobieszów,.,1858-03-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117338990,Siebenlist,Frl. Ottilie,Siebenlist Ottilie,.,.,1853-10-04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
