gnd,werk
1046800779,"Die Entartung der Mannesschönheit. 8. (47) Berlin 1894, I. Harrwitz Nachfolger. bar 1."
1046800779,Die Tragik der modernen Liebesmoral. 8. (40) Ebda. 1895. n 1.
1046800779,"Kabale u. Liebe in China u. and. Erzählgn. 8. (147) Berlin 1893, R. Iacobsthal. 2."
1046800779,"Novellen ans dem jüdischen Familienleben. 1. Die Iudenprinzessin. 2. Dina. 3. Veilchen. 3. Aufl. 8. (17) Berlin 1889, Streisand. n .60"
1046800779,"Schidduch u. Schidduchim. Humoresken. 16. (165) Hamburg 1891, G. Fritzsche. 1."
1046800779,"Schnelldampfer Luise. Schwank. 8. (20) Potsdam 1887, Zipf. n 1."
1046800779,"Winterbilder aus Weltstädten. Von E. Wengraf, E. v. Iagow, K. Schreiber, L. Koelle, W. Kaden, O. Iustinus, U. Frank u. E. R. 16. (ca. 64) Leipzig 1890, Verlag der Zehnpfennig-Bibliothek. n .10"
140174877,"Anleitung zur Flachschnitzerei. (Ausgründungsarbeit.) 8. (19 m. Abbildgn. u. 6 Taf.) Leipzig 1894, Seemann & Co. .80"
140174877,Anleitung zur Kerbschnitzerei. 6. Aufl. 8. (42 m. Abbildgn.) Ebda. 1898. .60
140174877,Neue Kerbschnittmuster. Lfg. 19. (10 Photolith.) Ebda. 1898. à 2.50
140174877,"Neue Flachschnittmuster. (5 lith. Tat à 47×64,5 cm.) Ebda. 1895. 2.50"
126918341,Der Töchterschule entwachsen. Wie bildet sich die Tochter des Hauses nach dem Austritt aus der Schule f. Haus u. Leben weiter? 8. (266) Ebda. 1897. geb. n 4.
126918341,Was soll ich meiner Freundin ins Album schreiben? 12. (91) Ebda. 1893. geb. 1.80
116640758,"Rätsel und Erzählungen musikalischen Inhalts. 8. (123) Köln, H. vom Ende. n 1.50"
116669616,"Ein individualistischer Pessimist. Beitrag zur Würdigg. Philipp Mainländers. 8. (116) Leipzig 1894, A. Edelmann. n 2.40"
116669616,Einen Trias v. Willensmetaphysikern. Populär-philosoph. Essays. 8. (95) Ebda. 1896. n 2.
116669616,"Psychologisch-ästhetische Essays. 8. (199) Heidelberg 1878, C. Winter. n 6."
116669616,Dasselbe. 2. Folge. 8. (279) Ebda. n 8. (1. u. 2. n 14.)
116669616,"Zur Natur der Bewegungen. 8. (64) Leipzig 1890, Edelmann. n 1.20"
1057765139,"Das Büchlein v. der Lorelei. Der Liebe Leid in alter Zeit. 12. (72) Wiesbaden 1897, H. Bacmeister. n .30"
1057765139,Wie der Nibelungenschatz gehoben ward. Den Rheintöchtern abgelauscht. 12. (70) Ebda. 1896. n .30
116671742,"Gemälde weiblicher Erziehung. 2 Tle. 4. Aufl. 8. (601) Leipzig u. Heidelberg 1857, C. F. Winter. n 6.; geb. 6.75"
116674725,"In der Dämmerstunde. Plaudereien. 8. (240 m. Farbendr.-Bild.) Dresden 1892, A. Köhler. geb. 3."
116674725,"Lust u. Leid der Kinderzeit. 8. (184 m. H. u. 4 Farbendr.) Bremen 1893, I. Morgenbesser. kart. n 3."
116674725,"Treue um Treue. Erzählg. f. d. Iugend. 2. Aufl. 8. (221 m. Illustr. u. 5 Farbdr.) Schwerin 1895, F. Bahn. 3.; geb. 3.80"
116674725,Um des Glaubens willen. Vier Erzählgn. a. d. Reformationszeit. 8. (118) 2. Aufl. Ebda. 1898. kart. 1.20; geb. 2.
116674725,Versöhnt. Erzählg. a. unserer Zeit. 12. (22) Köthen 1892. Schriften-Niederlage des evangelischen Vereinshauses. nn .10
116674725,Waldtraut. Nach der Chronik des Pfarrers zu Hinrichshagen erzählt. 6. Aufl. 8. (195) Ebda. 1897. n 2.80; geb. n 3.60
116674725,"Weisst du, wie viel Sternlein stehen? Erzählgn. u. Gedichte f. d. Iugend u. ihre Freunde. 8. (88 m. Illustr.) Schwerin 1897. F. Bahn. kart. n 1."
116674725,"Zwei Tage aus grosser Zeit. Aufführg. f. Iungfrauenvereine. 12. (20) Köthen 1896, Schriftenniederlage evangelischen Vereinshauses. .40"
118603884,"Gedichte. Nebst Lebensbild der Verewigten. 12. (136) Bern 1892, K. I. Wyss. 1.80"
116702273,Auf fremder Erde. 1892.
116702273,Aus dem Leben einer Edelfrau. 1885.
116702273,Bauersmann. 1890.
116702273,Das Kind der Steppe. 1896.
116702273,Im Dienste Gottes. 1886.
116702273,Milord 1889
116702273,Rätselhafte Frau. 1885.
116702273,Seifenblasen. 1888.
116702273,Sie. 1893
1038749298,"Aurora. Nov. f. d. reifere Iugend. 8. (327) Berlin 1855, Winckelmann & Söhne. 3.75"
1038749298,"Der gute Kamerad. Erzählg. 8. (103) Leipzig 1857, Friese. 1.50"
1038749298,"Ein Dachstübchen. Lebensbild für die reifere Iugend. 8. (180) Glogau 1858, Flemming 2.50"
1038749298,"Ein Mutterwort. Worte einer Mutter an ihre Tochter. Aus dem Norwegischen. 3. Aufl. 16. (71 m. Titelbild) Bremen 1895, M. Heinsius Nachfolger. 1.; geb. m. Goldsohn. 2."
1038749298,"Gretchens Sommertag. Erzählg. für Kinder. 16. (82 m. 8 L.) Glogau 1859, Flemming. n 1."
1038749298,"Iugend-Novellen. 8. (388) Berlin 1854, Winckelmann & Söhne. n 4."
1038749298,"Kleine Tierfreunde. Erzählgn. 8. (96) Leipzig 1856, Friese. 2."
1038749298,"Rätselkranz für alt und jung. 16. (140) Glogau 1861, Flemming. .75"
1038749298,"Saatkörner. Sechs Geschichten für die lieben Mädchen von 8 bis 10 Iahren. 8. (115 m. 7 L.) Dresden 1873, Naumann. geb. 2."
1038749298,"Schlüsselblumen. Erzählgn. 8. (156) Leipzig 1856, Friese. 2."
1038749298,Schwalben. 3 Erzählgn. 8. (154) Ebda. 2.
1038749298,"Undank ist der Welt Lohn. Lebensbild f. d. reifere Iugend. 16. (105) Glogau 1859, Flemming. n 1."
1038749298,"Was die Mühle plaudert. Erzählg. 8. (40) Gütersloh 1877, Bertelsmann, n .40"
1038749298,"Wie Hänschen durch den Wald kam. 16. (77) Glogau 1858, Flemming. n 1."
1038749298,"Wild u. zahm. 3 Erzählgn. 8. (92) Leipzig 1857, Friese. 180"
1038749298,Zahm u. wild. 3 Erzählgn. 8. (92) Ebda. 1857. 1.80
1038749298,"Zehn Thüren. Eine Erzählg. f. d. Iugend. 8. (118 m. 4 Chromol.) Glogau 1874, Flemming. 1.50"
1038749298,Zur Grossmutter. Ein Geschichtchen. 8. (86 m. 8 L.) Ebda. 1861. 2.25
1038749298,"Zwölf kleine Tiergeschichten für aufmerksame Kinder. 8. (83 m. II Illustr.) Leipzig 1851, Baumgärtner. 2.25"
137100914,Von den Ufern des Ganges. Lustsp. in 1 Aufzug. 8. (84) Ebda. 1881. n .40
128025905,"Stella. Braddon. 8. (293) Stuttgart 1888, Engelhorn. n .50; geb. n .75"
128025905,Violette Merian. Rom. Filon. 8. (160) Ebda. 1892. n .50; geb. n .75
1276385900,Der Sohn des Hauses. 1890.
1276385900,"Die Freunde. Erzählg. aus Ostafrika. Mit einer Karte von Deutsch-Ostafrika. 10. (191) Berlin 1897, A. Frantz. 2.; geb. 3."
1276385900,Die kleinste Republik der Welt. Nov. 8. (108) Ebda. 1898. 1.
1276385900,Die Missverständnisse. 1895. .50
1276385900,"Die Schüssel u. der Topf Nov. 2. Aufl. 8. (290) Berlin 1894, A. Frantz. 2.; geb. 3."
1276385900,Die Töchter des Iustizrats. Eine Familiengeschichte. 3. Aufl. 8. (317) Ebda. geb. n 4.
1276385900,Die Waisenknaben. Erzählg. 8. (116 m. farb. Titelbild) Ebda. 1896. n 1.50; geb. 2.
1276385900,Leidenschaften. Rom. 8. (310) Ebda. 1898. brosch. 3.; geb. 4.
1034664557,Lebensblätter. Gedichte. Berlin u. Rostock 1887.
1046917269,"In der Mühle. Erzählg. 8. (187) München 1882, Richter & Kappler. n 3."
116397977,"Das Interview. Lustsp. Berlin 1896, E. Bloch."
116397977,Die beiden Doktoren. Lustsp Ebda. 1895
116397977,Eine Damenkomitee-Sitzung. Schwank in 1 Akt. 8. (24) Ebda. 1896. n 1.50
1014869714,"Marie. In Demut mutig. Eine Nov. 3. Aufl. 8. (208) Halle 1897, E. Strien. n 2.; geb. n 3."
1014869714,Stolz u. still. Eine Nov. 4. Aufl. 8. (160) Ebda. n 2.; geb. 3.
1158185332,"Türkisch-deutsches Wörterbuch m. Transcription des Türkischen. 8. (720) Wien 1894, Pressburg-Szt. György. Selbstverlag. 10."
1050395611,"Bericht des Frauenkomitee Bern über seine Erhebungen der Frauenthätigkeit auf dem Gebiete der Philanthropie u.a.m., erstattet am Kongress für die Interessen der Frauen in der Schweiz, Genf, 8.12. Sept. 1896. 8. (57) Bern 1896, A. Siebert. .50"
121697231,Aus treuem Herzen. Wünsche u. Gedanken. 10. (74) Leipzig 1897. G. Körner. Luxus-Band.
130255181,"Ein Wort an Israel. 5. Aufl. 8. (74) Leipzig 1893, Berlin, Verlag der Akadem. Buchhandlung. n 1."
116566795,Auf der Such' nach dem Glück. Volksstück. 1891.
116566795,"Bekenntnis. Dichtg. 12. (24) Graz 1895, F. Pechel. 1."
116566795,Cäsar. Trauersp. 1890.
116566795,Charakterbilder. 1889.
116566795,"Der Hochmeister von Marienburg. Histor. Trauersp. 2. Aufl. 8. (88) Graz 1888, Styria. n 1.70"
116566795,"Der Kronanwalt. Charakterbild. 8. (93) Graz 1889, Pechel. n 2."
116566795,Der Maier in Baumgarten. Volksstück. 1890.
116566795,"Die österreichische Gesellschaft. Rom.-Trilogie. 3 Bde. 8. Leipzig 1897, Grübel & Sommerlatte. à 3."
116566795,"Die Seele. Ein Menschenleben in Ged. 16. (104) Stuttgart 1897, Greiner & Pfeiffer. 1."
116566795,"Ein Erwachen. Aus dem Buche eines Lebens. Gedicht. 8. (56) Graz 1892, Styria. 1.; geb. 1.80"
116566795,"Ein Frühlingsmärchen. Gedicht. 8. (67) Dresden 1896, E. Pierson. n 1.50; geb. in Damast m. Goldschn. n 2 50."
116566795,"Excelsior. Gedichte. 8. (72) Graz 1894, Styria. 1.20; geb. 2."
116566795,Francis Bacon. Tragödie. 1886.
116566795,"Gedichte. Gewidmet d. grünen Steiermark. 8. (224) Graz 1888, Styria. n 3."
116566795,Gesühnte Schuld. Volksstück. 1891.
116566795,Iulian. Tragödie. 1884.
116566795,"Mirabeau. Schauspiel. (100) Leipzig 1897, Grübel & Sommerlatte. 1."
116566795,"Neue Gedichte. 8. (239) Graz 1890, Styria. n 2.50; geb. m. Goldschn. n 4."
116566795,Orgetorix. Drama. 1885.
116566795,"Scheinehre. Lustsp. 8. (100) Graz 1889, Pechel. n 2."
1050425006,"Iugendblüten. Dichtgn. 1. Aufl. 1847 unter dem Titel: Iugendblüten von Dina von Salmuth. 2. Aufl. 1852. 8. (197) Berlin, Alexandes Duncker. geb. 4.50"
116766158,"Lieder. 8. (102) Berlin 1897, Alexander Duncker. n 2."
117261467,In der zwölften Stunde. Nach dem Engl. des R. E. Francillon. 12. (102 m. Abbildgn.) Ebda. 1892. kart. .60; erm. Pr. .50
117261467,Iohann Smiths Doppelgänger. Autoris. Bearbeitg. aus dem Engl. 12. (102 m. Abbildgn.) Ebda. kart. .60; erm. Pr. .50
117261467,"Mosaik. Erzählgn. u. Gedenkblätter. Aus dem Engl. übertr. 8. (246) Frankfurt a. M. 1881, Foesser Nachfolger. n 1.80"
117261467,"Musik. Gesammelte Blätter. 16. (435) Berlin 1873, Cronbach. geb. 6."
117261467,"Novellen u. Skizzen. Aus dem Engl. 8. (121) Dingolfing 1877, Russy. n 1."
117261467,"Novellen von M. de Bawr. Aus dem Franz. (227) Frankfurt a. M. 1881, A. Foesser Nachfolger."
117261467,"Stillleben. 8. (155) Bremen 1868, Kühtmann & Co. 1.80"
117261467,"Weihnachts-Erinnerungen. Aus dem Engl. 8. (226) Leipzig 1871, H. Fritzsches Verlag. 2 40; geb. n 3."
114940566X,"Flügge Waldvögel. (199) Gotha 1898, F. A. Perthes. geb. 3."
114940566X,Im Thüringer Forsthaus. 8. (275 m. 3 Bildern) Ebda. 1895. geb. 3.
114940566X,Veronika vom Berge. Eine Geschichte aus dem letzten Iahrzehnt des 30jährigen Krieges. 8. (171 m. 2 Bildern) Ebda. 1897. geb. n 3.
1036403866,Aus der Väter Zeit. Gedichte. 1870.
1036403866,"Briefe e. Malers an seine Schwester. 16. (131) Hamburg 1864, Agentur des Rauhen Hauses. n 1.20"
1036403866,"Daheim und draussen. Gedichte. 8. (224) Wernigerode 1891, B. Angerstein. 2.; kart. m. Goldschn. 2.50"
1036403866,"Die Cousinen. Erzählgn. f. junge Damen. 16. (148) Stuttgart 1858, Chelius. geb. 2.25"
1036403866,"Die Pflegerin. 16. (90) Hamburg 1864, Agentur des Rauhen Hauses. n .75"
1036403866,"Die Waisen. 16. (160) Stuttgart 1857, Chelius. .75"
1036403866,"Eichenlaub und Tannengrün. Dichtungen. 8. (200). Leipzig 1891, Danz. geb. n 3."
1036403866,"Für praktisches Christentum. Gedichte. 8. (103) Wernigerode 1891, B. Angerstein, kart. 1."
1036403866,"Wahrheit, Wahrheit! Gedichte. 8. (90) Berlin 1893, E. Ebering. 1."
130166294,Aus Liebe sterben. Bearbeitung von Marie Saphir.
130166294,"Der Sohn des Giboyer. Übers. d. E. Augier. 8. (60) Wien 1865, Wallishausser. n 1.60"
130166294,Drei Tage im Harem. Übers. aus dem Englischen.
130166294,"Montjoie. Übers. des O. Feuillet. 8. (51) Wien 1865, Wallishausser. n 1.20"
130166294,Die Zwillingsbrüder. Erzählg.
11680534X,"Gruss vom Rigi den Kindern daheim. Erzählgn. für die Iugend. 8. (77) Zürich 1896, Art. Institut Orell Füssli Verlag. n 1.20"
11680534X,"Kuni. Eine Geschichte aus dem 30jährigen Kriege. 16. (24) Stuttgart 1896, Buchhandlung der Evangelischen Gesellschaft. n .10"
11680534X,Nach Hamburg. 16 (24) Ebda. 1893. .10
11680534X,In Wasserfluten. 16. (24) Ebda. 1883. .10
116836814,"Die Narowanixe. Helga-Land. Ein Fragment. 8. (174) Dresden 1891, Ehlermann. n 2."
116836814,Dimitri. 8. (190) Ebda. 1891. n 2.
116836814,"Schattenbilder aus dem Reiche des Sonnenscheins. 12. (62) Dresden 1896, E. Pierson. n 1.; geb. m. Goldschn. n 2."
117090166,Agrippina. Lustsp. 1892.
117090166,Bobi. Lustsp. 1896.
117090166,Das liebe Geld. Schausp. 1893.
117090166,"Der berühmte Mann. Lustsp. in 4 Akten. 16. (118) Berlin 1895, Freund & Ieckel. n .20"
117090166,"Dasselbe. 8. (134) Berlin 1891, K. Brachvogel, Leipzig, F. Wagner. 2."
117090166,Die Frauenfrage. 1896.
117090166,Ein Weihnachtsorakel. Rom. 1894.
117090166,Gisela. Schausp. 1893.
117090166,"Harem u. Moschee. Reiseskizzen aus Marokko. 8. (203) Berlin 1896, S. Cronbach. n 2."
117090166,Irrlichter. Schausp. 1893.
117090166,Modern. (Frei nach Sardou.) 1895.
117090166,"Notwehr. Volksstück in 4 Akten. 8. (120) Berlin, Freund & Ieckel. n 2."
1053300034,"Die öffentliche Sittlichkeit. 5 Hefte. 8. Berlin 1882, Dolfus. 3."
1089582196,"Der Schwur auf dem Ölberg. Rom. 12. (250 m. Bildnis) Erfurt, E. Moos. geb. n 2."
1089582196,Ein Stern. Ein Hochzeitsabend. Eine Partie Tarock. Am Meere. 1897.
1089582196,"Eine Schweizerreise. Nov. 8. (124) Weimar 1891, Iüngst & Co. .75"
1089582196,"Herzens-Irrlichter. Nov. 8. (58) Lübeck 1896, Verlag der Novellenbibliothek. à .25"
1089582196,Im Zauberspiegel. 1890.
1089582196,"Konflikte. Rom. 2 Bde. 8. (535) Stuttgart 1882, Metzlers Verlag. 8."
1089582196,Dasselbe. 2. Aufl. 1884. 4.
1089582196,"Licht, mehr Licht! Ein livländ. Rom. in 3 Bdn. 8. (930) Breslau 1885, Schottländer, n 12.; geb. n 15."
1089582196,"Pyramide u. Ölberg. Erinnerungsblätter an eine Orientreise. 8. (316) Leipzig 1876, Grieben. n 4.; geb. n 5.50"
1089582196,Unwiderstehlich. 1888.
1089582196,"Verwirrte Fäden. Rom. 8. (286) Leipzig 1882, Schulze & Co. n 4."
1089582196,"Vorurteile. Rom. 12. (318) Stuttgart 1882, Franckhsche Verlagshandlung. 3."
117095990,"Auf'm Sunnwendhof. Volksstück in 4 Aufz. In neuer Bearbtg. u. Dialektübertragg. 8. (80) München 1892, Selbstverlag. n .80"
117095990,"Aus die boarisch'n Berg. Gedichte in oberbayer. Mundart. 8. (82) München 1891, Münchner Kunstund Verlagsanstalt, Dr. E Albert & Co. 2.; geb. 2.50"
117095990,"Bauernliab. Oberbayerisches Bauernstück in 4 Aufz. Musik v. Th. Sachsenhauser. 8. (62) München 1892, Selbstverlag. n .80"
117095990,"In der zwat'n Instanz, od. Bauernstolz. München 1893, Fr. I. Brakl's Rubin Verlag."
117100269,"Der Tante Sophie Bilderbuch, m. Versen v. L. Z. 4. (22 Bl.) Winterthur 1885, Kieschke. n 3.60"
124145108,Alwina od. die Proselytin. Münster 1840.
124145108,Emilie od. die getrennte Ehe. Münster 1856.
124145108,Paris und Rom. Familiengeschichte. Münster 1861.
124145108,"Schloss Kreuzberg an der Ahr. 16. (163) Trier 1878, Groppe. n 1.20"
118905708,"Vogel-Lieder. Eine poet. Anthologie. Mit 12 farb. Vogelbildern nach Aquarellen v. Ieanne Marie. Fol. (84) Wandsbeck 1890, Kunstanstalt (vorm. G. W. Seitz) A.-G. geb. m. Goldschn. 25."
118905708,"Zwölf Kindergeschichten. 4. (68 m. 6 Farbdr.) Stuttgart 1889, Loewe. geb. 3."
117104639,"Mädchentage. Erzählgn. f. d. weibl. Iugend. 8. (260 m. 8 Bildern) Leipzig 1896, O. Spamer. n 3 50; geb. n 450"
117104639,"Madeira. Ep. Gedicht. 16. (70) Leipzig 1868, Matthes. .75; geb. 1.50"
117104639,Mancherlei aus des Lebens Mai. Dichtgn. 1869.
117104639,"Paul u. Virginie. N. Bernardin de St.-Pierre frei bearb. 8. (112 m. 8 Chromol.) Dresden 1873, Meinhold & Söhne. 3."
117104639,"Poesieblätter. Sammlg. neuerer deutscher Lyrik u. Denksprüche. 3. u. 4. Taus. 4. (156 m. Text-Illustr. u. 4 Lichtdr.) Leipzig 1892, F. Cavael. geb. m. Goldschn. 6."
117104639,Dasselbe. Neue Ausg. 4. (160 m. H. u. 1 Lichtdr.-Taf.) Ebda. 1892. geb. 4.50
117104639,"Schloss Rotensee u. andere Erzählgn. f. Knaben. 8. (129 m. 4 Farbendr.) Stuttgart 1890, G. Weise. 3."
117104639,"Spanische Dorfgeschichten. Von Fernan Caballero u. A. de Trueba. Deutsch v. P. Sch. 8. (283) Wien 1877, Hartleben 2.70"
117104639,"Spanische Novellen, von Fernan Caballero. Ins Deutsche übertr. 2 Bde. 8. (456) Wien 1877, Hartleben. 4.50"
117104639,"Tischchen deck' dich. Märchen nach Grimm frei bearb. 4. (8 m. 6 Chromol.) Dresden 1874, Meinhold & Söhne. n 1."
117104639,Unter uns Kleinen. 1872.
117104639,"Wunderblumen. Märchen für grosse u. kleine Kinder. 8. (110) Gera 1873, Issleib & Rietzschel. n 1.50"
1046579908,"Sammlung der beliebtesten Deklamationen u. Couplets. 2. Aufl. 16. (140) Hamburg 1865, Schardius. .60"
1138992380,"Ein Mädchen von heute. Nov. 8. (92) Berlin 1892, R. Eckstein Nachf. 1."
126800235,"Beim Lampenschein mit Mütterlein. Iugenderzählg. 8. (215) Berlin 1897, Buchhandlung der Berliner Stadtmission. geb. n 3.50"
126800235,Haagrosen. Erzählgn. 8. (122) Ebda. 1895. 1.; geb. 1.80
126800235,"Trotzig und verzagt. Lebensgesch. einer Frau aus dem Volke. 12. (52) Basel 1895, Iaeger & Kober. .25"
119480905,"Aus dem Leben einer Künstlerin. 8. (304) Stuttgart 1857, Ebner & Seubert. n 4.80"
119480905,"Rede n. Geberde. Studien über mündlichen Vortrag u. plast. Ausdruck. 16. (402 m. H.) Leipzig 1861, Abel. geb. 8."
1068734264,"Am Edderstrand. Ein Sang aus dem Kattenland. 12. (208) Kassel 1896, M. Brunnemann. n 2.; geb. m. Goldschn. n 3."
1120435293,Lustige Überraschungen. Verwandlungsbuch m. Versen. 4. (16 m. Abbildgn. u. 6 farb. Ziehbildern) Ebda. 1896. kart. 3.
1120435293,Meine Lieblinge. Tierbilderbuch m. Versen. 4. (27 m. z. Tl. farb. Bildern) Ebda. 1895. kart. 2.
1120435293,Mein Lieblings-Püppchen. Ausgestanzt. Fol. (15 m. z. Tl. farb. Bildern) Ebda. 1895. kart. 1.
1120435293,Osterhäschens Willkommen. 8. (14 m. z. Tl. farb. Bildern) Ebda. 1897. .50
1120435293,Oster-Lämmchen. Ausgestanzt. 8. (14 m. z. Tl. farb. Abbildgn.) Ebda. 1894. kart. n .50
1120435293,Panorama-Bilder. Bilderbuch m. Texten. 4. (5 farb. Klappbilder m. eingedr. u. 21 illustr. Text) Ebda. 1894. kart. n 4.50
1120435293,Puck. Ausgestanzt. 8. (14 z. Tl. farb. S. m. eingedr. Text. Ebda. 1894. n .40
1120435293,Puppenheim. Ausgestanzt. 4. (14 farb. S. m. eingedr. u. 2 S. illustr. Text) Ebda. 1894. n 1.50
1120435293,Unser Kindchen. Ausgestanzt. Fol. (15 m. z. Tl. farb. Bildern) Ebda. 1895. .75
1120435293,Unserem lustigen Völkchen! Ein Bilderbuch mit kleinen Erzählgn. u. Verschen. 4. (36 m. z. Teil farb. Bildern.) Ebda. 1897. geb. 3.
1120435293,Verborgene Schätze. Drehbilderbuch m. Versen. 4. (20 m. z. Tl. farb. Bildern.) Ebda. 1895. kart. 4.50
1120435293,Was ich weiss! Erzählgn. u. Reime. 8. (14 m. z. Teil farb. Abbildgn.) Ebda. 1893. kart. n .50
1120435293,Weils euch freut! Ein plastisches Bilderbuch. 4. (20 m. eingedr. u. 5 farb. Aufstellbildern.) Ebda. 1897. 4.50
117185299,"Gedichte. 12. (158 m. Bildnis) Stuttgart 1892, A. Bonz & Co. geb. m. Goldschn. n 4."
117185299,"Rhodopis. Märchen. Karlsruhe 1884, Braun."
117192945,Addison. Beiträge zum Zuschauer u. Plauderer. Übers. 8. (343) Berlin 1866 Eichhoff. 2.
117192945,"Bleakhaus. Boz. Übers. 16. (1241 m. 16 K.) Leipzig 1853, Weber. Vergriffen. n 10."
117192945,"David Copperfield. Boz. Übersetzg. Halle a. S., H. Gesenius."
117192945,"Der Affenmaler. Mariet. Übers. Stuttgart 1888, I. Engelhorn. n .50; geb. n .75"
117192945,Die alte Geschichte. C. de Berkeley. Übers. 8. (320) Ebda. 1895. .50; geb. .75
117192945,"Die Pickwickier. Boz. Übers. Halle a. S., H. Gesenius."
117192945,Die Tochter des Malers. Mrs. Edwardes. Übers.
117192945,"Ein Iahr aus dem Leben einer Hausfrau in Süd Afrika. Lady Barker. Autor. Übers. 8. (333 m. 9 chemityp. Illustr.) Wien 1878, Hartleben. 4.50"
117192945,"Ein Millionär (Mr. Iervis). Rom, in 2 Bdn. B. M. Croker. Übers. Stuttgart 1898, I. Engelhorn. .50; geb. .75"
117192945,Eine Tochter des Philisters. Rom. in 2 Bdn. H. H. Boyesen. Übers. 8. (296) Ebda. 1887. n .50; geb. n .75
117192945,Geopfert. G. Simmy. Übers. 8. (159) Ebda. 1894. .50; geb. .75
117192945,"Harte Zeiten. Boz. Übers. 3 Bde. 16. (484 m. 12 K.) Halle a. S. 1856, H. Gesenius. n 3."
117192945,"Iean Mornas. I. Claretie. Übers. 8. (159) Stuttgart 1889, I. Engelhorn. n .50; geb. n .75"
117192945,Lady Dorotheas Gäste. Ouida. Übers. Ebda. 1888.
117192945,Lea. Edwardes. Übers.
117192945,"Maruja. Rom. Bret Harte. 8. (144) Stuttgart 1885, I. Engelhorn. n .50; geb. n .75"
117192945,Mein erster Klient u. andere Geschichten. H. Conway. Übers. 8. (159) Ebda. 1893 .50; geb. .75
117192945,"Memoiren u. Briefwechsel. (17501848) Hrsg. v. Sir I. Herschel. Aus d. Engl. 8. (364) Berlin 1877, Hertz. n 7."
117192945,"Mischa. Sittenbild aus Galizien. Marg. Paradowska. Übers. 8. (160) Stuttgart 1892, I. Engelhorn. n .50; geb. n .75"
117192945,"Oliver Twist. Boz. Übers. 16. 3 Tle. 4. Aufl. (507) Halle a. S. 1863, H. Gesenius. n 3."
117192945,"Schwer geprüft. Rom. in 2 Bdn. I. Mastermann. Übers. 8. (312) Stuttgart 1892, I. Engelhorn. .50; geb. .75"
117192945,Von der Grenze. Bret. Harte. Übers. 8. (160) Ebda. 1886. .50; geb. .75
117192945,Vornehme Gesellschaft. H. Aidé. Übers. 8. (159) Ebda. 1884. n .50; geb. n .75
117192945,"Wilder Wein. Edwardes. Übers. a. d. Engl. 8. (273) Wien 1874, Hartleben. 11."
117192945,"Wunderbare Gaben u. andere Geschichten. H. Conway. Übers. 8. (160) Stuttgart 1889, I. Engelhorn. n .50; geb. n .75"
117192945,Zwischen Lipp' u. Kelchesrand. Rom. in 2 Bdn. (Le Iournal de Mlle de Sommers.) C. de Berkeley. Übers. 8. (320) Ebda. 1893. .50; geb. .75
117211117,"Brasilianische Novellen. 8. (391) Leipzig 1887, Hirzel. n 6.; geb. n 7."
117211117,"Lose Blätter aus Brasilien. 8. (418) Hamburg 1885, Grädeners Sortiment. n 3.; geb. n 4.50"
117211117,"Meerumschlungen. 3 Novellen. 8. (298) Altona 1895, Schlüter. n 3.50; geb. n 4.50"
117211117,"Moderne Romfahrt. Dresden 1897, E. Pierson. geb. 3."
117211117,Mühlengeschichten. 8. (336) Breslau 1895. E. Trewendt. n 5.; geb. n 6.
1050552660,"Frühlingslüfte u. Herbsteswehen. Gedichte. 8. (101) Berlin 1892, F. C. Entrich. 3."
1077891601,"Antike Handarbeiten. Mit e. histor. Einleitg. v. Prof. Dr. Alois Riegl. 4. (25 m. Abbildgn.) Wien 1895, R. v. Waldheim. 2."
1077891601,"Die Kunst der Weissstickerei. 4. (69 m. 430 Fig.) Wien 1896, Wiener Mode. in Mappe n 5."
1077891601,"Lehrgänge für Weissstickerei und Knüpfarbeit, nebst einem Anhang stilvoller Handarbeiten. 8. (152 m. Abbildgn.) Stuttgart 1893, Deutsche Verlagsanstalt. geb. 2.50"
117281859,"Briefe an ihre älteste Tochter. 8. (100) Berlin 1894, Buchhandlg. der Deutschen Lehrer-Zeitung. 1.; geb. 1.50"
117281859,"Ehestands-Büchlein. Eine Festgabe für Brautu. Eheleute. Neue Ausg. 16. (102) Basel 1887, Geering. geb. m. Silberschn. n 1.60"
123197082,"Am Wege gepflückt. Zwölf Geschichten für Kinder von 1014 Iahren. 12. (134) Basel 1889, P. Kober. .80; geb. 1.60"
123197082,"Auf Umwegen zum Ziel. Erlebnisse eines Dienstmädchens. 12. (77) Ebda. 1891, n .40; geb. n .80"
123197082,Das Waislein. Erzählg. für Iung u. Alt. 12. (27) Ebda. 1889. n .20
123197082,Drei Weihnachtsgeschichten. Der erste Christbaum. Zu früh entdeckt. Nachfeier. 16. (40) Ebda. 1890. n .25
123197082,Durchs Fenster. Erlebtes u. Erzähltes. 8. (184) Ebda. 1896. n 1.20; geb. n 2.
123197082,"Im Dienst des Nächsten. 10 Erzählgn. 12. (131) Stuttgart 1895, I. F Steinkopf. kart. .75"
123197082,Kampf überall. 8 Erzählgn. fürs Volk. 12. (146) Ebda. 1893. kart. .75
123197082,"Morgenwolken. Drei Geschichten für Kinder. 16. (32) Basel 1895, P. Kober. n .20"
123197082,Tropfen. Geschichten für grosse u. kleine Kinder. 16. (160) Ebda. 1890. n 1.; geb. n 1.80
123197082,Vom Lebensbaum. Ein Büchlein fürs Volk. 2. Aufl. 8. (157) Ebda. 1895. n 1.; geb. n 1.60
