identifier,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
unidentified01660,Männel,Lina   ,Männel Lina,.,.,.,.,"Männel, Lina. Jahrbuch des k. k. Hofburgtheaters für das Jahr 1897. 8. (60) Wien 1897, Leipzig. Litterarische Anstalt A. Schulze. bar n 1.60",.,.,.,.,Wien,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01661,Mappes,Katharina   ,Mappes Katharina,.,.,.,.,"Mappes, Frau Katharina, Ps. K. de la Moriére, Berlin W., Lutherstrasse 4, ebenda geboren den 29. Juli 1870, ist als Feuilletonistin und Kritikerin thätig.",.,.,.,.,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01662,Marbeck,Bertha   ,Marbeck Bertha,.,.,.,.,"Marbeck, Bertha. Illustr. Reimfibel. Des Kindes Tagewerk v. Morgen bis z. Abend. Erster Katechismus f. d. Kinderstube. 8. (28 Bl. m. Illustr.) Leipzig 1880, Spamer. n 1.– und Herm. Mehl. Reimfibel u. Kinderlieder. Des Kindes Tagewerk vom Morgen bis zum Abend. Katechismus u. frühestes Liederu. Gebetbüchlein f. Die Kinderstube. Mit 40 Text-Abbildgn. u. e. bunten Titelbilde v. Herrn. Heubner u.a. 8. (84 u. 28 Bl.) Ebda. 1877. n 1.50; kart. n 2.10",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01663,Marbod,Cora   ,Marbod Cora,.,.,.,.,"Marbod, Cora. Die Halbschwestern. Rom. 8. (320) Cöln 1886, Heyn. n 5.–",‒ Die beiden Dorotheen. Rom. Volks-Ausg. 3 Tle. in 1 Bd. 8. (385) Ebda. n 2.–,.,.,.,Rom,Cöln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01664,Marchand,Emma Margarete  ,Marchand Emma Margarete,.,.,.,.,"Marchand, Frl. Margarete Emma, Hermeskeil a. Rh., geboren den 14. September 1859 zu Kell (Rheinland), ist Lehrerin. In ihrem schriftstellerischen Wirken steht sie auf streng katholischem Standpunkt.","‒ Das erziehliche Wort. Prakt. Wegweiser f. Lehrer u. Lehrerinnen u. alle, welche die Jugend erziehen u. unterrichten. 12 (303) Mainz 1893, F. Kirchheim. n 2.40 ‒ Die Mädchen-Erziehung nach dem Geiste der katholischen Kirche. 8. (416) Ebda. 1891. n 4.80",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01666,Marechal,Fanny   ,Marechal Fanny,.,.,.,.,"Marechal, Fanny. Ratgeber bei der Erziehung der Kleinen. 2. Aufl. 16. (110) (1852) 1868, Paderborn, Kleine. n –.50","‒ Ratschläge für Mütter, die frühzeitige Erziehung des Herzens betreffend. Neue Aufl. 16. (70) (1853) 1855, Graz, Mühlfeith. n –.60 ‒ Dasselbe. 16. (110) Münster 1852, Aschendorff. n –.80",.,.,.,Paderborn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01667,Marheim,Helene   ,Marheim Helene,.,.,.,.,"Marheim, Helene. Haushalt u. Küche. 2. Ausg. (V. Ratgeber f. Dienende, Mädchen u. Frauen.) 8. (270) Leipzig 1881, Spamer. geb. n 3.50",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01668,Mari-Oesterheld,Ida Therese  ,Mari-Oesterheld Ida Therese,.,.,.,.,"Mari-Oesterheld, Frau Therese Ida, Ps. Hans Gerdinger, Florenz Via dei Castellani 16, geboren den 8. Mai 1852 in Bremen, ist Lehrerin und schreibt Novellen. Werke s. Hans Gerdinger.",.,.,.,.,Castell,Florenz,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01669,Maria,Amalie Frid. Aug. ,Herzogin,.,.,.,.,v.,Sachsen,.,.,.,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01670,Maria,Anna   ,Maria Anna,.,.,.,.,"Maria Anna, Erzherzogin von Österreich, gestorben 1738.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01672,Maria,   ,Maria,.,.,.,.,"Maria, Erzherzogin. 46 Briefe an ihren Sohn Ferdinand aus d. Jahren 1598–1599. Herausg. v. Dr. Ferd. Khull. 8. (148) Graz 1898, Styria. 3.–",.,.,.,.,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01673,Maria,   ,Maria,.,.,.,.,"Maria, Königin v. Neapel. Den deutschen Frauen gewidmet. 8. (31) Frankfurt a. M. 1861, Sauerländers Verlag. n –.75",.,.,.,.,Frankfurt a. M.,Frankfurt a. M.,Neapel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01674,Maria,   ,Maria,.,.,.,.,"Maria, Königin von Ungarn, geboren 1503 in Brüssel, gestorben 1558 in Spanien.",.,.,.,.,Brüssel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01675,Maria,   ,Maria,.,.,.,.,"Maria, Tante, Biographie u. Werke s. Maria Hohoff.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01676,Marianne,Natalie   ,Marianne Natalie,.,.,.,.,"Marianne, Natalie. Allerliebstes Puppenkochbuch für kleine Mädchen. 6. Aufl. 16. (64) Berlin 1864, Kühn & E. n –.50","‒ Neues Puppenkochbuch. 16. (42) Breslau 1859, S. Kutsch. –.40",.,.,.,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01678,Marie,Helene   ,Marie Helene,.,.,.,.,"Marie, Helene, s. Elisabeth Le Maître. Werke s. auch Marie Helene.","‒ Gräfin Ida Hahn-Hahn. Ein Lebensbild. 8. (109) Leipzig 1869, Fr. Fleischer. 2.70",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01681,Marino,   ,Marino,.,.,.,.,"Marino, s. Marie Binder.","‒ Novellen. 8. (304) Leipzig 1861, Brockhaus. n 4.– ‒ Sanct Florians Rache. 8. (138) Ebda. 1858. n. 1.80; geb. 2.40",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01682,Marius,   ,Marius,.,.,.,.,"Marius, Biographie s. Marie Schmidt v. Ekensteen.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01683,Mark,Hans   ,Mark Hans,.,.,.,.,"Mark, Hans von der, Biographie s. Antonie Pieper.","‒ Der alte Nettelbeck. Drama. 1891. ‒ Derfflinger. Drama nebst lebenden Bildern zu: Von der Memel bis zum Rhein. 1891 – Der Rheinübergang. Deutsches Drama. 1890. ‒ Ein graphologischer Irrtum. Lussp. 1891. ‒ Königin Luise oder der Friede zu Tilsit. Dramat. Geschichtsbild f. d. Deutsche Jugend. 8. (66 m. 3 Farbendr.) Nürnberg 1892, Verlag der Kinder-Gartenlaube. –.75; geb. 1.–; erm. Pr. geb. –.80",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01684,Marly,Esther   ,Marly Esther,.,.,.,.,"Marly, Esther, Biographie s. Anna Lenschow.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01685,Maro,Francis   ,Maro Francis,.,.,.,.,"Maro, Francis, s. Mizi Franzos. Nachtrag.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01686,Marpurg,Pauline   ,Marpurg Pauline,.,.,.,.,"Marpurg, Frau Pauline, geb. Schulze, Köthen, Langestrasse 1, ist in Berlin den 31. August 1845 geboren und hat verschiedene Kindererzählungen und Gedichte veröffentlicht.",‒ Köthener Burschen-Walzer. 1896. ‒ Tollköpfchen. Volksstück. 1895.,.,.,.,Köthen,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01687,Marriot,Dolly   ,Marriot Dolly,.,.,.,.,"Marriot, Dolly, s. Marg. Kossak.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01690,Martinez,Marianne   ,Martinez Marianne,.,.,.,.,"Martinez, Marianne, geboren um das Jahr 1750 zu Wien.",.,.,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01692,Martini,Sophie Christiane  ,Martini Sophie Christiane,.,.,.,.,"Martini, Christiane Sophie, Tochter der Frau Sophie Friederike Martini (s. diese), wurde am 29. Oktober 1771 zu Minden geboren und starb 1817. Ergänzg. zu Ch. Martini. Band II.",.,Martini Sophie Christiane Elisabeth;.,".;Martini, Christiane Sophie Elisabeth, geboren 29. Oktober 1771 in Minden.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01695,Masser,Klara   ,Masser Klara,.,.,.,.,"Masser, Frau Klara, Kahla i. S., Margaretenstrasse 47, geboren in Berlin, lebte sie nach ihrer Verheiratung mit Herrn Billy Masser, früheren Geheimsekretär des Fürsten Pückler, Muskau, mehrere Jahre in Dresden. 1886 veröffentlichte sie einen grösseren Artikel, der in den betreffenden Kreisen Aufsehen erregte, weil er die damalige hochgeschraubte Unterrichtsmethode in den Volksschulen verurteilte. Später sind noch mehrere, die Unterrichtsfrage behandelnde Beiträge aus ihrer Feder in entsprechenden Zeitschriften zum Abdruck gelangt. Diesen folgten Novellen, Romane, kleinere Aufsätze, Gedichte und dergleichen in den verschiedensten Blättern.",.,.,.,.,Rom,Dresden,Kahla,Muskau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01696,Masur,Auguste   ,Masur Auguste,.,.,.,.,"Masur, Auguste, Breslau, Kaiser-Wilhelmstrasse 59, entstammt einer alten Hamburger Kaufmannsfamilie und wuchs in einer geistig belebten Atmosphäre auf, die ihre schon frühzeitig hervortretende poetische Begabung mächtig anregte. – Die auf grösseren Reisen empfangenen Eindrücke, sowie eigenartige Schicksalswendungen liessen sie später als Frau zur Feder greifen und in Skizzen, Plaudereien und Feuilletons Erlebtes und Erdachtes zum Ausdruck bringen.",.,.,.,.,Breslau,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01697,Mathé,Berta   ,Mathé Berta,.,.,.,.,"Mathé, Berta, geb. Hüfel,","‒ Drei Schwestern. 8. (328) Stuttgart 1896, Greiner & Pfeiffer. geb. n 3.50 ‒ Jungfrauenbrevier. Gebete in Freud u. Leid für Sonnu. Festtage. 16. (174) Stuttgart 1879, Levy & Müllor. geb. m. Goldschn. n 3.60 ‒ Lebenswege. Geschichte zweier Pensionsfreundinnen. 8. (326) Karlsruhe 1886, Stuttgart, Greiner & Pfeiffer. n 3.25; geb. n 4.– ‒ Martha-Dienst u. Maria-Sinn. Ein Leitstern auf dem Lebenswege f. konfirmierte Töchter aller Stände. 4. Aufl. 16. (160) Stuttgart 1891, Schwabacher. geb. m. Goldschn. n 3.– ‒ Mathilde od.: Geprüft u. bewährt. Für erwachsene Töchter. 3. Aufl. 8. (254) Stuttgart 1890, Greiner & Pfeiffer. n 2.–; geb. n 3.– ‒ Mein liebstes Gebet. Beiträge edler Männer u. Frauen der Gegenwart. Mit e. Einleitungsgedicht von I. Knapp. 12. (322 m. Fksm.) Stuttgart 1892, Schwabacher. geb. m. Goldschn. 5.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01698,Mathilde,Königin die  ,Mathilde Königin die,.,.,.,.,"Mathilde, die Königin, ein Muster christlicher Frömmigkeit. 8. (16) Berlin 1852, I. A. Wohlgemuth. n 4.50",.,.,.,.,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01699,Mathildens,Genesung   ,Mathildens Genesung,.,.,.,.,"Mathildens Genesung. Eine Erzählg. aus e. Kinder-Spital v. A. B. 3. Aufl. 16. (32) Basel 1878, Spittler. n –.20",.,.,.,.,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01701,Matzner,Josa   ,Matzner Josa,.,.,.,.,"Matzner, Josa, Edle von Heilwerth, geb. Scharschmid Edle von Adlertreu, Berlin Derflingerstrasse 16, wurde im Jahre 1852 zu Mainz als Tochter des österreichischen Generalmajors Josef Scharschmid, Edlen von Adlertreu, geboren und im Elternhause erzogen. Im Jahre 1872 vermählte sie sich in Graz, Steiermark, mit dem Journalisten und Schriftsteller Dr. Leopold Matzner, Ritter von Heilwerth, dem sie als Sekretärin zur Seite stand und hierbei reges Interesse an den journalistischen und schriftstellerischen Arbeiten ihres Mannes nahm. Nach kaum 7 jähriger Ehe wurde sie Witwe und begann mit kleineren Anfängen ihre journalistische Thätigkeit für verschiedene Tagesblätter. Als eifrige Anhängerin des Radsportes war sie auch Vorsitzende des »Grazer Damen-Bicycle-Club«. Sie übersiedelte von ihrem Wohnorte Graz nach Berlin, um daselbst das Damensportblatt »Die Radlerin« zu gründen und herauszugeben, welches Organ sich in kurzer Zeit zu einem in der Fachpresse unerreicht dastehenden tonangebenden Weltblatte emporgeschwungen hat. »Die Radlerin« wurde schon im ersten Jahre ihres Bestehens zum offiziellen Organe der Damen des »Deutschen Radfahrer-Bund« und des »Österreichischen Touring-Club« erwählt, auf der Sport-Ausstellung","‒ Die Radlerin. 2. Jahrg. Oktbr 1897 – Septbr. 1898. 24 Nrn. 4. (No. 1 20 m Abbildgn.) Berlin 1897, E. Rentzel in Komm. Vierteljährl. bar n 2.–; einzelne Nr. n –.35",.,.,.,Mainz,Berlin,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01702,Maune.,Agnes   ,Maune. Agnes,.,.,.,.,"Maune. Agnes. Praktisches Kochbuch von A. M. Mangor. Aus der 32. Auflage des Dän. frei übers. von A. M. 8. (550) Leipzig 1893, C. Jacobsen. 3.–; geb. 3.50",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Dänisch,.,.,.,.,.,.,.
unidentified01706,Mayer,Anna   ,Mayer Anna,.,.,.,.,"Mayer, Frl. Anna, Ps. Anna Mayer-Bergwald, München-Schwabing, Beichstrasse 4 I, geboren den 11. Mai 1852 zu Ansbach als die Werke s. Anna Mayer-Bergwald.",.,.,.,.,München,Schwabing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01708,Mayer,Sarah   ,Mayer Sarah,.,.,.,.,"Mayer, Sarah, geboren in Berlin, gestorben 1828 in Oranienburg.",.,.,.,.,Oranienburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01710,Mecke,Johanne   ,Mecke Johanne,.,.,.,.,"Mecke, Johanne. Kindergarten-Geschichten. 8. (96) Kassel 1886, Wigand. n 1.50",.,.,.,.,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01712,Meffert,Antonie   ,Meffert Antonie,.,.,.,.,"Meffert, Frl. Antonie, Eberswalde, Eisenbahnstrasse, Vorsteherin einer höheren Mädchenschule, schreibt zuweilen kleine Erzählungen u. dgl.",.,.,.,.,Eberswalde,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01713,Meiche,Louise   ,Meiche Louise,.,.,.,.,"Meiche, Frl. Louise, Leipzig, Tauchaerstrasse 32, ebenda geboren, ist Mitarbeiterin einer Anzahl Leipziger Blätter und Vorstandsmitglied des Leipziger Schriftstellerinnenvereins. Sie schreibt Märchen, welche im »Kränzchen«, im »Musikalischen Jugendpoet« u.a. erscheinen, ferner Feuilletons für verschiedene Tagesblätter und Familienzeitschriften.","‒ Damenkalender für 1893. 16. (83 m. 1 Bildnis) Leipzig. R. Claussner. geb. 1.– ‒ Erinnerungen an Josephine Wessely. 8. (40) Leipzig 1887, Wien, Bauer. nn –.75; geb. n 1.50",.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01714,Meienberg,Marie   ,Meienberg Marie,.,.,.,.,"Meienberg, Marie. Suema, die kleine afrikanische Negerin. Drama in 5 Aufzügen, frei nach dem Franz. bearb. 8. (60) Mainz 1889, Kirchheim. n –.80",.,.,.,.,Mainz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Französisch,.,.,.,.,.,.,.
unidentified01715,Meier,Emma   ,Meier Emma,.,.,.,.,"Meier, Emma. Die moderne Küche. Hamburg 1898, Otto Meissner. geb. 6.–",.,.,.,.,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01716,Meindl,Fanita   ,Meindl Fanita,.,.,.,.,"Meindl, Fanita. Der letzte Mameluke. Unterwegs u. Daheim. 8. (194) Breslau 1897, Schlesische Buchdruckerei. –.75; geb. 1.–",.,.,.,.,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01717,Meinhof,Elli   ,Meinhof Elli,.,.,.,.,"Meinhof, Elli. Märchen aus Kamerun, erzählt v. Njo Dibone, gesammelt u. auf geschrieben. 8. (114 m. Illustr.) Strassburg 1889, Heitz. geb. n 3.–",.,.,.,.,Strassburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01719,Meister,Sophie Friderike Elisabeth ,Meister Sophie Friderike Elisabeth,.,.,.,.,"Meister, Sophie Friderike Elisabeth, verfasste 1821 Gedichte.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01720,Meixner,Elisabetha Maria  ,Meixner Elisabetha Maria,.,.,.,.,"Meixner, Maria Elisabetha, geb. Niederederin. Das neue, grosse, geprüfte u. bewährte Linzer Kochbuch. 21. Aufl. 8. (426) Linz 1874, Winter. n 4.–",.,.,.,.,Linz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01725,Memmler,Louise   ,Memmler Louise,.,.,.,.,"Memmler, Louise. Erzählungen für die Jugend von 11–15 Jahren. 8. (190 m. 8 L.) Stuttgart 1875, Leipzig, Berndt. geb. 3.–",‒ Kleine Geschichten für Kinder von 7–10 Jahren. 8. (160 m. 8 L.) Ebda. geb. 2.75,.,.,.,Bern,Stuttgart,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01726,Menke,Juliane   ,Menke Juliane,.,.,.,.,"Menke, Juliane, geb. Lemke, Ps. I. Menke-Brümmershop, geboren am 6. November 1834 in Fischbeck, schrieb Novellen.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01727,Mensch,Der   ,Mensch Der,.,.,.,.,"Mensch, Der. Von der Herausgeberin des »Albums einer Frau«. Neue Ausg. 8. (408) 1860, 1883, Halle, Gesenius. n 3.–",.,.,.,.,Halle,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01728,Mensch,phil. Ella  ,Mensch phil. Ella,.,.,.,.,"Mensch, Frl. Dr. phil. Ella, Darmstadt, Sandstrasse 22, geboren am 5. März 1859 zu Lübben, Niederlausitz, als die Tochter des Oberlehrers Dr. H. Mensch, der später Direktor der höheren Knabenund Mädchenschulen in Gollnow bei Stettin wurde, wo auch Ella ihre Schulzeit verlebte. Neben den Schulstunden hatte sie noch Privatunterricht in Griechisch und Lateinisch bei ihrem Vater. Den Musikunterricht erteilte ihr die Mutter, eine sowohl technisch als theoretisch in der Musik bis zur Künstlerschaft ausgebildete Frau. Früh schon regte sich in E. M. der Drang, sich eingehend den Wissenschaften zu widmen. An ihrer Mutter hatte sie einen starken Rückhalt für ihre Pläne. Doch sie selbst sollte es nicht mehr erleben, die Tochter am Ziel ihrer Wünsche zu sehen. Sechs Jahre nach dem Tode der Mutter bezog Ella (1880) die Universität Zürich, um sich dort an der philosophischen Fakultät und A. v. Krane. Universalbuch für Polterabende u. Hochzeit. 8. (295) Ebda. 1891. 2.80; geb. 3.50","‒ Der neue Kurs. 2. Tl. von Neuland, Litteratur, Theater, Kunst, Journalismus der Gegenwart. 8. (326) Stuttgart 1894, Levy & Müller. 5.50; geb. nn 6.50 ‒ Die Bedeutung der Chicagoer Weltausstellung für deutsche Frauenarbeit mit besonderer Berücksichtigung der Entwickelung, die letztere im Grossherzogtum Hessen genommen hat. Vortrag. 8. (44) Darmstadt 1893, I. Waitz. n 1.– ‒ Hessische Geschichten. 8. (119 m. Illustr.) Darmstadt 1889, v. Aigner. 1.50; geb. n 2.25 ‒ Konversationslexikon der Theater-Litteratur. Handu. Nachschlagebuch zur Orientierg. über die Rom. u. Nov. aller Kulturvölker. 12. (348) Stuttgart 1896, Schwabacher. geb. n 4.50 ‒ Lexikon der bildenden Kunst Ein Führer durch die Kunststile u. Kunstschätze aller Kulturvölker. In Vorbereitg. ‒ Neuland. Menschen u. Bücher der modernen Welt. 8. (342) Stuttgart 1892, Levy & Müller. 5.50; geb. 6.50 ‒ Richard Wagners Frauengestalten. 2. Aufl. 8. (45) Ebda. 1886. n 1.–",.,.,.,Sand,Darmstadt,Lübben,Zürich,Stettin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01730,Menzel,Anna   ,Menzel Anna,.,.,.,.,"Menzel, Anna. Kindliches. Eine Auswahl von Gedichten, verfasst in ihrem 10. bis 13. Jahre. 8. (116) Halle 1843, Kümmels Sortiments-Buchhandlung. n 1.50",.,.,.,.,Halle,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01731,Merian,Maria Sybilla  ,Merian Maria Sybilla,.,.,.,.,"Merian, Maria Sybilla, geboren den 2. April 1647, in Frankfurt, gestorben den 13. Januar 1717 in Amsterdam.",.,.,.,.,Amsterdam,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01732,Merkin,Maria Johanna Elisabeth ,Merkin Maria Johanna Elisabeth,.,.,.,.,"Merkin, Johanna Maria Elisabeth, geb. Neubauer, gestorben 1777 zu Alsfeld.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01733,Mertens,Anna   ,Mertens Anna,.,.,.,.,"Mertens, Anna. Geliebte Dr. Fritz Friedmanns, Selbstbekenntnisse. Erlebtes auf der Flucht üb. Paris nach Afrika u. zurück nach Bordeaux. 8. (31) Leipzig 1896, C. Minde. n –.50",.,.,.,.,Paris,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01735,Messerschmidt-Gersdorf,Anna   ,Messerschmidt-Gersdorf Anna,.,.,.,.,"Messerschmidt-Gersdorf, Anna. Praktisches Kochbuch. 2. Aufl. 12. (110) Leipzig 1890, Siegismund & Volkening. –.50; geb. –.80",.,.,.,.,Leipzig,Gersdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01737,Messerschmidt,Frida   ,Messerschmidt Frida,.,.,.,.,"Messerschmidt, Frida. Durch Kampf zum Sieg. Eine Nov. 16. (101) Leipzig, G. Fock. geb. m. Goldschn. n 1.50",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01739,Metellus,Ida   ,Metellus Ida,.,.,.,.,"Metellus, Ida. Gedichte f. Polterabend u. Hochzeit. 2. Aufl. 8. (84) Leipzig 1881, Bredow. n 1.20",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01740,Metsch,Eugenie   ,Metsch Eugenie,.,.,.,.,"Metsch, Eugenie. In der Nacht vor Allerseelen. Erzählg. aus der neueren Leidensgeschichte Irlands. 8. (96) Einsiedeln 1891, Benziger & Co. kart. –.60; erm. Pr. –.50",.,.,.,.,Einsiedeln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01741,Metzger,Hermance   ,Metzger Hermance,.,.,.,.,"Metzger, Frau Hermance, geb. Katz, Ps. H. Walther, S. Arnold, H. M. Clarissa und Tante Barbara, Landau, Pfalz, Westring 29, ist am 24. September 1864 in Strassburg im Elsass geboren. Sie ist Novellistin und Feuilletonistin.",‒ Auch eine konventionelle Lüge. – Wie Lenchen unter die Haube kam. – Auf diesem nicht mehr ungewöhnlichem Wege. 1885.,.,.,.,Strassburg,Metz,Landau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01742,Metzmacher,Lehrerin Albertina  ,Metzmacher Lehrerin Albertina,.,.,.,.,"Metzmacher, Lehrerin Albertina. Anleitung zur Erteilung des Handarbeitsunterrichts in Elementarschulen. 8. (83) Bonn 1882, Habicht. u. 1.20",.,.,.,.,Metz,Bonn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01743,Metzsch,Alma   ,Metzsch Alma,.,.,.,.,"Metzsch, Alma von. Barbara. Ein Lebensbild a. d. Engl. der Amalia B. Edwards. 4 Bde. 8. (885) Leipzig 1865, Günther. n 8.–","‒ Romola von Geo. Eliot. Übers. in 1 Bd. 1. Heft. 8. (96) Leipzig 1864, Wiedemann. 2.40 ‒ Was ich Olga erzählte. Erzählgn. u. Märchen für Kinder. 8. (218 mit 8 Lith.) Leipzig 1866, H. Schultze. 3.–",.,.,.,Metz,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Englisch,.,.,.,.,.,.,.
